Network_no	Model_no	func_type	model
5975	0	scNCF	[13, 244, 15987178194924330453, 2, 7, 220, 1, 69, 168, 59904, 50, 3602917085862175232]
5976	0	scNCF	[224, 2, 2, 13, 234, 2, 340282366919685959423410025693944279280, 226844485963630622420959274092021678080, 2, 61388, 226854911280623224457267605400923449992, 2]
5977	0	scNCF	[17365582173762023664, 61164, 179, 8, 248, 4, 76, 206, 14, 340282366920647107802948439668114325504, 206, 2]
5978	0	scNCF	[18422799643913677482, 128, 14757395238351798272, 242, 2, 65528, 1, 320265757102059726481547451427708792832, 56320, 2, 294823763308426244989108254337783352524, 2]
5979	0	scNCF	[13247, 2, 14, 242, 14, 8, 2, 4293852910, 52352, 2, 12320, 2]
5980	0	scNCF	[2, 2930421422, 2, 13, 13, 4290445056, 4277054122, 8, 271166648755395840924631102802421088256, 8, 13, 14]
5981	0	scNCF	[1, 1, 1, 1, 5381, 7, 4, 32575, 1, 1, 2, 2]
5982	0	scNCF	[7, 301937151, 1, 21, 127, 2, 4336, 24488692341014527, 5764871407704010752, 858996607, 4915, 6341068273055956991]
5983	0	scNCF	[87, 1, 127, 17361641477096083504, 115, 281470681808651, 1, 13, 2, 205, 127, 1]
5984	0	scNCF	[65364, 2, 65262, 14, 176, 14, 2, 320265757102059351053412063290929979392, 32768, 2, 140, 244]
5985	0	scNCF	[254, 14, 522, 205, 220, 11, 4287168424, 242, 2, 5479838739340250316, 859026363, 14]
5986	0	scNCF	[18446744073709498400, 1, 7, 340282366920931209926903663730429001728, 14, 2, 14, 52352, 4, 8, 45370982256124976718866530655558172672, 48051]
5987	0	scNCF	[340282366868099136413634780466648208640, 2, 2863179944, 3689423856410558463, 61164, 13, 62704, 239, 52424, 168, 8, 54528]
5988	0	scNCF	[2, 14, 2, 248, 2, 2, 11, 168, 18158790778715960320, 128, 8, 14]
5989	0	scNCF	[12677615289872936943, 1795, 1, 13, 1, 1, 206, 35464, 563, 2, 127, 2]
5990	0	scNCF	[4294965248, 13, 14757430443339743231, 57344, 168, 13, 340282366841710300963848520105235316736, 4008635596, 1, 65408, 1, 8]
5991	0	scNCF	[340282366920938463460780534050681061120, 248563911206962556421428096762512408576, 65262, 1, 2, 2, 191, 15408456814644551133, 1, 61684, 4, 2]
5992	0	scNCF	[169473963133173276330633274318231961599, 127, 7, 1, 1, 1, 7, 1324055904582531095989404936146194431, 1, 87, 13, 61693]
5993	0	scNCF	[8, 3854, 13, 340282366920938463463374607431766835114, 52460, 2, 225971355484477417489340058905824231424, 2, 49280, 200, 12848, 14]
5994	0	scNCF	[1, 191, 4, 162, 11, 4063, 2, 16384, 8, 4, 13, 223]
5995	0	scNCF	[55, 2, 4177064184, 18446743837486350080, 2, 2, 2, 8, 23925738098131012, 2, 13, 43168]
5996	0	scNCF	[47, 7, 22352213, 1, 16842496, 1, 7, 32631, 2, 1, 18446744069498819909, 14]
5997	0	scNCF	[4, 128, 7, 55, 52300, 1, 1, 1, 1, 18446744069414597503, 2, 4291756031]
5998	0	scNCF	[2, 176, 8, 1, 11, 65528, 65013, 115, 200, 253, 43774, 14]
5999	0	scNCF	[55, 49, 2863329194, 1, 13, 127, 68056473384187711803501781849449117495, 7, 1, 775, 1, 11]
6000	0	scNCF	[7, 2, 20016609818878733159892456196765900559, 56799, 11, 26740530815500373, 43951, 7, 8, 4, 2, 1]
6001	0	scNCF	[2, 14, 191, 8, 93, 18062524866705926826, 18384818496488079155, 251, 1, 4294906096, 2, 1]
6002	0	scNCF	[3594, 62719, 2, 65330, 2, 1, 2, 2, 2, 2, 2863268002, 2]
6003	0	scNCF	[69, 1073691647, 2, 13, 18376092780796641029, 1, 50, 1, 2, 2, 2, 41727]
6004	0	scNCF	[2, 2, 13, 4, 10922, 4, 2, 239, 2, 4160814080, 206, 8]
6005	0	scNCF	[7, 1, 62195, 1, 7, 87, 2, 1, 2, 1, 4144, 4294906879]
6006	0	scNCF	[52478, 13, 179, 1, 256212605641878960492733333674158735552, 206, 218103808, 2699075824, 1, 1, 1, 13]
6007	0	scNCF	[14973905811053477888, 254, 254, 64248, 18446462599819165696, 2, 14, 236, 3435973640, 36783, 2, 2]
6008	0	scNCF	[12320, 41136, 1, 13, 4279172864, 14, 65516, 236, 11, 281470681787048, 14, 13247]
6009	0	scNCF	[2303, 13, 21877, 1, 2, 11, 38844276931166378, 13, 52844162826805261776656771775, 31, 65311, 3452816844]
6010	0	scNCF	[223, 2, 128, 8, 247, 244, 5119, 138, 1, 64, 64307, 4]
6011	0	scNCF	[8, 8, 93, 234, 2292875434, 3355495628, 43688, 128, 8, 2, 3770736864, 168]
6012	0	scNCF	[1, 2, 4261412864, 4294770676, 8, 7, 2, 65534, 14, 168, 4278255599, 8]
6013	0	scNCF	[65534, 53135, 2, 2, 14, 248, 186, 65408, 254, 14, 18446744073687138304, 2]
6014	0	scNCF	[205, 1, 3036270570190340095, 4294902021, 1, 24543, 1280052300, 21, 1, 13, 62716, 55]
6015	0	scNCF	[18446687779573186688, 8, 13, 54528, 8, 4293853102, 213, 2, 1, 14, 2, 15987180404828134879]
6016	0	scNCF	[7, 128, 224, 2, 35, 251, 14, 8, 4294962380, 24413, 4294963328, 79]
6017	0	scNCF	[16624, 4042317824, 2, 4, 1, 16187, 4294399317, 4, 64, 43552, 63488, 196]
6018	0	scNCF	[21, 2, 1, 14, 19, 11, 3841, 1, 57103, 21887, 11, 1]
6019	0	scNCF	[1, 43951, 59, 62716, 3343, 61694, 858980915, 1, 4371, 21, 247, 16]
6020	0	scNCF	[12400, 1, 7, 7, 84215061, 19, 50529035, 7, 2, 7, 1, 1]
6021	0	scNCF	[19, 1, 16717311, 1, 19524, 171, 4, 4, 87, 1029, 1, 7]
6022	0	scNCF	[4176542960, 65274, 14, 8, 168, 2, 236, 8, 4210096368, 8, 2, 11565385130331602944]
6023	0	scNCF	[128, 2, 21, 64, 244, 3431517312, 340282366916277983316489465440857288944, 65288, 2, 3302880379651, 179, 2]
6024	0	scNCF	[61664, 14, 340282366920006367434011201970628263164, 2860558984, 858989088, 2, 43008, 2, 162, 140, 2, 65418]
6025	0	scNCF	[1, 1, 1, 1, 536829951, 18446744069414588693, 1, 7, 1, 68077242888539317837312954608830591807, 1, 1]
6026	0	scNCF	[57504, 340277174676856794235288790787972136960, 57344, 4261465088, 340121403262213367411775178924582043392, 8, 4293918668, 338958311018522360490466178563773087744, 224, 248, 2, 65480]
6027	0	scNCF	[47, 251, 41088, 2, 8, 2, 63283, 4, 65454, 218040575, 24413, 2]
6028	0	scNCF	[1, 87, 7, 1, 1, 1, 5461, 1, 1, 81, 5192217631581239113157312802258943, 1]
6029	0	scNCF	[1, 64254, 8739, 1, 16, 1, 1, 4353, 1, 4, 1, 13]
6030	0	scNCF	[2, 20016609818878662032705984522118496256, 2, 14, 4277071598, 14, 2, 14, 254, 2, 239, 8]
6031	0	scNCF	[13, 2, 8, 4294901761, 52429, 339451589282174658724607897946407567231, 61102, 1, 13088, 50279423, 14, 1]
6032	0	scNCF	[21, 1, 4, 219090189, 59, 7, 7, 13, 1, 1, 14, 22527]
6033	0	scNCF	[1, 223, 11, 131106, 219272374111961087, 196, 2, 1081443417872928527, 1, 55, 324269017984650562566880593998159806463, 2]
6034	0	scNCF	[55, 17749, 13, 2, 2, 2863381435, 1, 1, 7, 14, 41088, 20265843871098234880614829750031945599]
6035	0	scNCF	[13105, 1, 8, 8226, 162, 254, 1, 3689330050029789218, 11, 8, 1, 1]
6036	0	scNCF	[2, 186, 62459, 3154097151, 79, 65488, 138, 45056, 2, 18384818625350467584, 18446532417721204735, 14]
6037	0	scNCF	[1, 2, 54528, 4294924151, 2, 22013, 546, 13303, 21, 11, 18407336481753399040, 69]
6038	0	scNCF	[361703063247193861, 259, 7, 4144, 7, 13183, 7, 511, 252657535, 7, 19, 1]
6039	0	scNCF	[1, 253, 1, 14, 8, 721354752, 4294953988, 8, 3925868544, 1, 65500, 340279933111013583332724914290719435434]
6040	0	scNCF	[1, 117, 4222128962339071, 261, 7, 1, 127, 21, 16255, 1334440997603254422203780069531669845, 1, 22367]
6041	0	scNCF	[4, 28927, 11, 1, 2, 8, 236, 234, 49, 43552, 2, 65274]
6042	0	scNCF	[52991, 1279, 2, 21764, 7, 2, 52735, 18446744071023034368, 11007, 1, 133642, 2]
6043	0	scNCF	[307, 7, 4280287231, 191, 14199, 1, 7, 1325779913731999976184924199999985151, 1, 1, 47, 19]
6044	0	scNCF	[2155905024, 1, 4294945706, 1, 5192217631581220737147897307483212, 13, 12595, 1, 205, 128, 2, 65486]
6045	0	scNCF	[236, 224, 2, 168, 8, 65528, 8, 4294967168, 14, 14, 8, 254]
6046	0	scNCF	[19524, 16, 10015724096479756288, 7, 14, 32, 16, 47851476185907242, 14335, 64, 1, 1]
6047	0	scNCF	[63803917358288697336704609461114765312, 14, 236, 8, 2, 14, 200, 14757170941415653512, 14, 2, 14, 2]
6048	0	scNCF	[4, 11, 2, 224, 51200, 253, 1, 14, 196, 1, 2, 52991]
6049	0	scNCF	[2, 2, 4222189078249487, 1, 4042309840, 1, 2, 143, 226854917935791294982860289074040318719, 1, 2, 2]
6050	0	scNCF	[3438084095, 3773866224, 14, 2, 2, 4, 200, 8, 69, 2, 176, 248]
6051	0	scNCF	[1, 115, 67791663471355073212226627652671255344, 162, 61941, 21, 1, 115, 1, 84348687, 150973183, 2]
6052	0	scNCF	[7, 1, 1, 1, 2, 1, 21, 3847, 31, 1, 21847, 511]
6053	0	scNCF	[624311498344235008, 4075880432, 13, 2, 200, 21268686376084970214297674470018528051, 68051260725380693018968093993233022976, 244, 55, 2, 4, 547356672]
6054	0	scNCF	[14, 4278255402, 16, 2, 248, 2, 65339, 208, 2, 7, 2, 8]
6055	0	scNCF	[31, 1, 251, 11, 81, 4278235136, 1, 32, 138, 1, 115, 8]
6056	0	scNCF	[8, 2, 8, 2, 4006411980, 248, 8, 200, 8, 52352, 248, 241]
6057	0	scNCF	[268457216, 115, 4, 13, 47871, 2, 8, 241, 11, 69, 16588, 4]
6058	0	scNCF	[16557183078159, 7, 69115718091265219039926319767191761919, 19, 205, 4092720112, 22272, 8, 1, 239, 1, 8]
6059	0	scNCF	[4210752248, 64506, 4278237696, 14, 234, 8, 186, 248, 2, 3435973760, 8, 28752]
6060	0	scNCF	[4128799, 1, 93, 20564, 221524328544468991, 52690943, 7936, 3080255, 338958311018522365196619737233927241727, 2, 127, 1]
6061	0	scNCF	[8, 4293982448, 338958310939602478781128796841791455232, 340282366920938382832656261246459104460, 1, 18421974280046116864, 254, 62964, 2, 8, 2, 43008]
6062	0	scNCF	[14, 34944, 1090474239, 44782, 1, 7, 69, 171, 1, 1797, 2, 65527]
6063	0	scNCF	[3675204480263058176, 14, 11, 1, 43682, 176, 1, 128, 2, 7, 247, 200]
6064	0	scNCF	[8, 2, 3435710664, 234, 14, 14, 4210621168, 8, 4282384384, 3215634346, 65288, 11]
6065	0	scNCF	[2, 14, 8, 234, 1, 63477, 65534, 65194, 248, 236, 14, 14]
6066	0	scNCF	[14143, 16384251, 14, 1, 1, 2, 2, 69, 11, 1, 2242616001602461535, 1]
6067	0	scNCF	[168, 14, 254, 224, 2, 4, 234, 13, 213510504724802210986783246225494420138, 18432388613670502344, 224, 253]
6068	0	scNCF	[196, 1, 1, 4915, 21, 7, 855782147, 1, 1, 1, 140, 55]
6069	0	scNCF	[248, 340204460997210241907479128563178860784, 8, 8, 2290124800, 14, 2, 60074, 2, 236, 317420335005268106038684027611528359116, 4294901744]
6070	0	scNCF	[162, 12595, 18373262547689140464, 2, 2, 65533, 54528, 234, 2, 248, 8, 51392]
6071	0	scNCF	[4261404125, 1, 61951, 1, 57343, 5823243314207391743, 1, 16861751885634271744, 7, 12299242276406669231, 2, 2]
6072	0	scNCF	[55, 1, 1, 21, 1, 1, 1, 8031, 787, 1431666687, 335492095, 1]
6073	0	scNCF	[4, 7, 186, 1, 1, 223, 8, 14, 127, 21764, 1, 1]
6074	0	scNCF	[301929471, 87, 6151729621392905727, 87, 1433884535, 1, 31, 55, 1, 1, 84215047, 1]
6075	0	scNCF	[2, 2862654112, 22013, 18446744070823870464, 2, 2, 208, 179, 14, 47616, 18374959162833502208, 2]
6076	0	scNCF	[7, 79, 8323157, 19, 1, 858993463, 1, 3967, 1, 33502207, 1, 87]
6077	0	scNCF	[179, 234, 224, 8, 128, 43008, 4294962176, 200, 14, 18446744073697296192, 206, 2]
6078	0	scNCF	[13, 7, 251, 1, 65023, 14335, 11, 7, 112, 14, 787, 57173]
6079	0	scNCF	[2, 18360274957428064256, 84, 143, 8, 2, 28752, 138, 50, 234, 2, 14]
6080	0	scNCF	[7, 68060627157302847423000416135362445311, 63738, 1, 127, 84, 268435456, 76, 6160383, 1, 3773874416, 1]
6081	0	scNCF	[14, 8, 16253168, 8, 8, 3848, 208, 2, 14, 63740, 11, 4176478208]
6082	0	scNCF	[224, 200, 18445335577839205114, 200, 234, 234, 181486352059385580343586967897038192639, 2, 2, 14, 8, 63488]
6083	0	scNCF	[112, 1, 2, 1145324613, 35, 1, 2, 13, 2, 61688, 16711927, 14]
6084	0	scNCF	[31, 1440892392591791103, 259, 127, 4, 1, 7, 4, 1, 7, 2, 7]
6085	0	scNCF	[2, 4037079168, 200, 191, 8, 11, 2, 2, 168, 76, 4294959104, 340280595458452394576299513245184532640]
6086	0	scNCF	[239, 224, 12297641735317618688, 2, 2, 236, 18410996751650586368, 65480, 2, 2, 11, 2]
6087	0	scNCF	[14, 60074, 64234, 2818607104, 254, 4294954112, 14, 17361641481137348832, 14, 2, 340282366920627764491772515610302139596, 56524]
6088	0	scNCF	[16159, 49071, 1287, 44031, 1, 858993463, 7, 252686271, 69, 361700864459867413, 2, 13]
6089	0	scNCF	[11, 2, 128, 174, 200, 65262, 46079, 44782, 8, 20044726325016250281722084589568, 234, 8]
6090	0	scNCF	[93, 1, 2, 1, 59, 84, 13, 1, 52974, 8, 18446518893741028147, 1979053557]
6091	0	scNCF	[186, 1, 2, 2, 47, 2, 1, 1, 138, 138, 55, 8]
6092	0	scNCF	[11, 45216, 2, 14, 14, 213, 4294115315, 8, 13, 79, 65301, 21]
6093	0	scNCF	[64, 1, 2, 1, 7, 89462101, 10786, 1, 112, 4042324208, 3439314175, 244]
6094	0	scNCF	[60416, 251, 2, 2, 65330, 65315, 4293983728, 64, 13106, 14, 2, 128]
6095	0	scNCF	[2, 2, 69, 2, 1, 1, 2, 87, 208, 307, 2, 1]
6096	0	scNCF	[1, 13, 162, 19, 7, 7, 11, 14680063, 2, 1, 7, 1]
6097	0	scNCF	[2868902911, 241, 2, 127, 127, 42, 2, 2, 1, 43688, 55, 11403434]
6098	0	scNCF	[432072885343879167, 21, 78643, 4, 7, 10061976639311642651594376282367, 1, 7, 1, 53261889437695, 13171, 127]
6099	0	scNCF	[2, 4, 1228, 87, 1, 2, 2, 1797, 21, 7, 13, 1]
6100	0	scNCF	[1, 31, 335544319, 15757552, 32575, 1, 1, 32527, 176859818, 21, 1, 7]
6101	0	scNCF	[11, 14, 60620, 8, 1, 13, 2, 224, 247, 2, 1, 14]
6102	0	scNCF	[1, 2, 4176, 1, 8, 308280787921469235519226879, 1, 1, 32527, 1594842959, 112, 13]
6103	0	scNCF	[50, 8, 1, 2, 2, 1, 206, 143, 14, 9944134896526068224, 339996786236026246472128301804468895688, 4294907153]
6104	0	scNCF	[8031, 67048447, 7, 1, 21, 55, 1, 7, 1145849036, 4, 1434408277, 127]
6105	0	scNCF	[8, 2, 112, 2, 176, 176, 1228, 171, 171, 191, 1, 43528]
6106	0	scNCF	[1, 35, 338958316089371386035954780315717533644, 340282366915987841119854296807266906352, 1, 13111, 1, 1, 865830239882972172, 2, 1, 249234052220710716802732902659915776]
6107	0	scNCF	[1, 7, 247, 87, 6157922039383457791, 87381, 7, 1, 72340245835677695, 7, 20479, 1]
6108	0	scNCF	[64, 13, 4, 127, 31, 3328, 1141130308, 19, 2, 206, 7, 93]
6109	0	scNCF	[59904, 206, 4278249984, 340282366841710300967485213603616784384, 34944, 84, 8, 4292935424, 14, 32768, 2, 65480]
6110	0	scNCF	[55, 322174975, 127, 31, 19, 858980351, 52701, 115, 7, 7, 1, 7]
6111	0	scNCF	[14, 867382259, 2, 858992896, 2, 43658, 14, 1, 8, 2, 1347440656, 8]
6112	0	scNCF	[19, 7, 127, 1, 21, 1, 3690487960530009919, 1, 7, 16255, 1, 87]
6113	0	scNCF	[1, 7, 63472, 1585267065982287871, 11, 1, 3006510003, 19, 7, 1, 13, 1]
6114	0	scNCF	[983311, 65335, 7, 3967, 4371, 4, 13171, 1, 7, 31, 13183, 261]
6115	0	scNCF	[200, 14, 8, 4042322048, 2, 14467813806295744512, 236, 8, 14, 14, 8, 2]
6116	0	scNCF	[63477, 1, 2, 191, 20753, 21764, 6196673808456156671, 251, 11, 16, 33023, 1566399965]
6117	0	scNCF	[32, 2, 1, 21, 2, 1, 340282366906179897075965958540664766463, 62967, 14, 32, 13, 32]
6118	0	scNCF	[7, 31, 2242545632858300255, 21, 4, 4, 1, 1, 1, 16159, 22391, 118489087]
6119	0	scNCF	[1, 6151729484121726303, 8447, 1157580287, 17364458472912646906, 127, 13, 55, 5836758576992179541, 84739343, 127, 1]
6120	0	scNCF	[1, 117, 14, 11, 186, 8, 3071, 176, 4294931797, 2294874111, 1, 41632]
6121	0	scNCF	[115, 13, 234, 76, 2147524608, 244, 15466751, 4, 9011, 4244437232, 70650214875332607, 43008]
6122	0	scNCF	[12464, 30551, 2, 1, 55, 2, 1, 1, 4294903555, 93, 8, 200]
6123	0	scNCF	[68055496025574689168771421264436990771, 1, 14080, 7, 65793, 127, 5461, 19, 22391, 7, 281470972329983, 1]
6124	0	scNCF	[65296, 1, 48063, 2, 13, 21, 50, 1, 1, 2, 17477, 17170431]
6125	0	scNCF	[8, 248, 14, 224, 168, 2147483648, 224, 14, 224, 2, 254, 168]
6126	0	scNCF	[236, 8, 4292935584, 8, 2, 179, 65228, 1, 2, 2, 196, 168]
6127	0	scNCF	[55, 1, 19, 7, 261, 2, 3085, 170535466, 1, 1, 1, 32767]
6128	0	scNCF	[22413311, 21781, 7, 2, 59, 1, 21, 191, 93, 248, 2, 1]
6129	0	scNCF	[84, 298914706628589081630554189501965574304, 168, 234, 128, 1, 12848, 8, 4008496332, 235802124, 143, 8]
6130	0	scNCF	[14, 49, 14, 200, 253, 12834, 8, 14, 14, 2, 2, 239]
6131	0	scNCF	[4401, 65519, 7, 2, 1, 7, 87, 11, 71587157, 442731171325403758067941438232286293, 1, 22527]
6132	0	scNCF	[128, 2, 272225888149235718546346132245758921728, 8, 236, 14, 41088, 200, 2, 8, 2, 340276869197959895355959739281435193584]
6133	0	scNCF	[43688, 8, 3422584832, 2, 1, 17289301166835892224, 138, 224, 2, 18446744073696182018, 65373, 168]
6134	0	scNCF	[60074, 1, 57183, 174, 32, 43144, 13, 179, 2, 2, 21759, 2]
6135	0	scNCF	[1, 2, 4539680105730932735, 2, 1, 52638515, 1432180189, 2, 4, 2, 223, 251]
6136	0	scNCF	[168, 4194351616, 51336, 2, 4227855359, 254, 2, 52364, 8, 1, 16141164950507810816, 14]
6137	0	scNCF	[143, 858796592, 7, 171, 2415853568, 3340, 2, 14, 220, 31, 31, 13]
6138	0	scNCF	[3871, 7, 1431786871, 808481008, 1, 1, 76, 1, 2, 7, 7, 31]
6139	0	scNCF	[14, 2, 2, 33023, 35840, 65408, 32960, 2, 2818615808, 2, 253, 4]
6140	0	scNCF	[1, 2, 24447, 29517130432080800422693961727, 1, 31, 21887, 1, 17361643723111332602, 1, 1, 7]
6141	0	scNCF	[281488720606003, 7, 21, 55, 7, 61941, 14143, 47, 1301, 7, 117, 19]
6142	0	scNCF	[2692743168, 12848, 11, 14, 57504, 4294958080, 8, 168, 234, 4, 200, 248]
6143	0	scNCF	[55, 56572, 1, 1349, 617903529490949992931397677564231807, 3435986894, 55, 87, 3847, 22007, 1, 13]
6144	0	scNCF	[19, 1, 1, 87, 87, 1, 7, 1, 14199, 7, 7, 7]
6145	0	scNCF	[31, 13, 65587, 1073709055, 7, 7, 273, 1, 22367, 24351, 1, 1]
6146	0	scNCF	[7, 84, 2, 2, 1, 1, 208, 1, 1, 117, 17732, 2]
6147	0	scNCF	[31, 5570901, 1, 66307, 65793, 286523391, 1, 31, 1, 7, 872379391, 1]
6148	0	scNCF	[2, 2, 208, 2, 2, 2, 81, 69, 13, 61184, 14, 64234]
6149	0	scNCF	[3343, 11, 1, 1, 1, 11, 52447, 87, 208, 13, 19, 81]
6150	0	scNCF	[234, 61164, 8, 60654, 2, 196, 2863311528, 4294639608, 8, 2281734144, 168, 61472]
6151	0	scNCF	[11, 14, 253, 56576466032852991, 234, 2, 241, 248, 64, 11, 13, 174]
6152	0	scNCF	[3435923592, 14, 1426085124, 49352, 36608, 51200, 171, 2, 2, 8, 57088, 4210749688]
6153	0	scNCF	[64254, 11, 17170431, 4, 69, 16452, 32, 1, 2, 73558796777029631, 1, 5119]
6154	0	scNCF	[1937244159, 87, 16615334415032532759937210596196351, 3871, 14199, 55, 22367, 1, 19, 1, 225972208137963199579254477216990014122, 87]
6155	0	scNCF	[18422818198177972223, 4294180787, 140, 90742310660092282058052176193098368084, 338963523597791712620184769631264833536, 239, 2, 236, 855847715, 14, 1, 8]
6156	0	scNCF	[340281920787154939535818740916299999744, 84, 4042317984, 51392, 93, 14, 340282366920938463451076777980575700309, 4277071598, 20016609660419990226757893487029387264, 3976195839, 251920384, 317596875623855819205741728883972820172]
6157	0	scNCF	[1, 168, 114310362372738018294392012992443056128, 8, 4294942896, 140, 4092719601, 117, 4210753279, 4915, 2, 65408]
6158	0	scNCF	[8, 2, 340282366920938463463350681685080080288, 4039176320, 14, 248, 236, 52424, 8, 234861545027202903154906917079924879408, 254, 18085043140799670954]
6159	0	scNCF	[1, 2341905256968046927929474078015487, 4401, 1, 1, 3604735, 307, 7, 1, 16, 1, 21]
6160	0	scNCF	[4, 1, 2, 1, 5033164, 50309887, 4, 1, 2, 106755252367353847902399880234357805264, 21, 1]
6161	0	scNCF	[127, 3333, 14, 511, 2, 14, 2, 18376937248676773637, 1073807359, 2315694629962645503, 1, 9215]
6162	0	scNCF	[176, 13, 2861214208, 234, 1, 2, 12800, 2, 14, 13088, 4289593344, 8]
6163	0	scNCF	[134220288, 3502297296, 50, 13, 253, 12595, 52463, 254, 20991, 117, 2, 2]
6164	0	scNCF	[87, 1, 1, 4373, 1, 261, 87, 1, 2242580680328298303, 6872316421775294463, 2, 1]
6165	0	scNCF	[50244, 32767, 47, 14, 8226, 244, 2, 1, 8, 1, 4160714615, 11]
6166	0	scNCF	[127, 1, 1, 22007, 1, 69, 205, 35, 196, 7, 1, 19]
6167	0	scNCF	[7999, 7, 1, 286347537, 13, 2, 1970337722859523, 1, 21887, 87, 63487, 69]
6168	0	scNCF	[4, 1, 2, 65407, 1, 3085, 4144, 1807, 31, 7, 3977803491467067187, 1]
6169	0	scNCF	[1, 1, 1, 128, 44799, 340277174703308091150010133268754595839, 7, 185536271, 1, 2, 4278517516, 13]
6170	0	scNCF	[1, 32767, 1807, 255790975, 8191, 21, 31, 31, 1, 6682486136162485672183086369250213887, 253714271, 1]
6171	0	scNCF	[12297829382478342911, 55, 1092, 42, 7, 1, 2, 47803, 208, 7, 31, 162]
6172	0	scNCF	[3347251, 2047, 1, 127, 7, 1, 787, 3871, 13, 1, 21887, 1]
6173	0	scNCF	[186, 17361500193894183024, 8, 2, 2, 8, 14, 168, 200, 140, 8, 174]
6174	0	scNCF	[18302903763540639744, 64760, 3233841152, 61162, 14, 236, 2, 14, 2, 65194, 4294944928, 2]
6175	0	scNCF	[11, 4030726144, 3844, 1, 56541, 8, 2, 208, 4294945023, 206, 44714, 65008]
6176	0	scNCF	[1, 14, 4, 13, 43706, 65407, 546, 2, 1, 76, 200, 251660288]
6177	0	scNCF	[248, 2, 14, 224, 236, 200, 14, 8, 254, 200, 2, 2]
6178	0	scNCF	[8, 14, 65274, 18446744073641652464, 45824, 213, 4294508288, 13, 2, 3003134720, 2, 18446744070004028194]
6179	0	scNCF	[7, 244, 1, 4, 2, 11, 14, 4557501257543057215, 4, 8463800084077040981, 13, 49]
6180	0	scNCF	[14, 14, 64989, 224, 249536594742810965720801823703151869952, 140, 65264, 2, 200, 13, 2, 254]
6181	0	scNCF	[11, 1, 7, 16, 19660, 46011, 2, 1, 8, 241, 1324055902416102974349677506112487423, 7]
6182	0	scNCF	[1, 4, 2, 213, 247, 43951, 3435978751, 7, 1, 3076, 15728704, 13171]
6183	0	scNCF	[4003321963780639222886141645504319247, 1, 2004844415, 7, 100599807, 1, 1936946039, 2004842495, 13, 7, 1, 55]
6184	0	scNCF	[34984, 51392, 63488, 57536, 254, 2860558848, 248, 51336, 64760, 4, 61664, 248]
6185	0	scNCF	[2, 50334464, 1082271281409228799, 8, 65294, 8, 11, 60620, 13, 44544, 2, 61664]
6186	0	scNCF	[2, 7, 4, 5570647, 2, 21847, 13, 42, 805306367, 56294136363963, 205, 31]
6187	0	scNCF	[65534, 242, 1, 43688, 8, 2, 14, 11, 18226345803867287792, 254, 236, 14]
6188	0	scNCF	[19, 7, 1, 2, 93, 1, 4, 11, 1, 117, 1, 1]
6189	0	scNCF	[2, 1, 8, 2, 7, 253, 11, 4, 19, 35, 1, 515]
6190	0	scNCF	[2, 1, 13106, 65521, 2826, 3983, 338958310940221448804446563913722503680, 18446744069583013898, 52736, 208, 79216073090047494642694750037, 65423]
6191	0	scNCF	[16255, 2, 29516377214626782714284433407, 1, 127, 56345675970367, 2, 1, 7, 7, 1, 7]
6192	0	scNCF	[1, 4373, 7, 1, 1, 254, 32607, 6148914689809383509, 13247, 205, 21673568925188095, 7999]
6193	0	scNCF	[1, 2, 10762, 84, 128, 14, 1230345888200855827, 16159, 3038252076983036586, 80543743, 13, 24407]
6194	0	scNCF	[2, 2, 4294962176, 17325347770789199872, 2, 52447, 35840, 4, 14, 65008, 168, 8]
6195	0	scNCF	[2, 7, 1, 278111764672, 1, 2, 52288, 206, 4003260878862433908736908979211535107, 4109434879, 3300982783, 47]
6196	0	scNCF	[8, 62450, 244, 1, 223, 1, 8, 2290657960, 236, 4289395626, 138, 2]
6197	0	scNCF	[11, 43694, 1, 1, 4353, 11, 4611761078353806404, 15663119, 1, 196, 47, 14]
6198	0	scNCF	[11, 2, 50176, 2863270408, 171026645803120039260073014965043899050, 134221568, 191, 1, 14, 2, 1, 65024]
6199	0	scNCF	[18082780371471102192, 340278905442517409316216354367927681024, 236, 13, 53198, 2, 2863309472, 14, 4, 61359, 63351, 8447]
6200	0	scNCF	[1, 259, 4611466116101832703, 1, 19, 1, 1, 127, 19, 1293, 357957631, 2]
6201	0	scNCF	[55, 1, 87, 1, 55, 1, 127, 1, 1, 127, 14355442909254451, 19]
6202	0	scNCF	[219043332151, 69, 87, 7, 7, 1, 7, 31, 1, 3871, 1085155575287742463, 21]
6203	0	scNCF	[186821696713547949373391310457382371327, 64760, 43688, 14699974346525428940, 13, 320265757102059801301541430950764806143, 18374950366706987008, 13, 2, 2880158635, 13, 338958330984019318514531650418618990576]
6204	0	scNCF	[228189351935217557851910048526915845051, 3145777, 49348, 7999, 55, 2, 84215109, 2, 13, 2, 361700864190514447, 14]
6205	0	scNCF	[4290720563, 162, 8, 18374959162833502208, 236, 223, 4, 14, 48911, 8, 65194, 13]
6206	0	scNCF	[1, 1, 1, 84, 168431114, 2, 1, 2, 11, 1, 50, 143]
6207	0	scNCF	[8, 8, 224, 2, 4294934391, 4223380138, 7, 2, 8240, 4, 16, 3435711680]
