model_no	func_type	model
303	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1600081679, 93, 1]
304	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1280068620, 76, 1]
305	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1280068620, 93, 1]
306	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1599930368, 76, 1]
307	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1599930368, 93, 1]
308	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1599012864, 76, 1]
309	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1599012864, 93, 1]
310	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1599037199, 76, 1]
311	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1599037199, 93, 1]
312	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1593859328, 76, 1]
313	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1593859328, 93, 1]
314	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1330597647, 76, 1]
315	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1330597647, 93, 1]
316	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1599016719, 76, 1]
317	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1599016719, 93, 1]
318	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1594838799, 76, 1]
319	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1594838799, 93, 1]
320	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1326386959, 76, 1]
321	all_scNCF	[59, 128, 32768, 1, 704645632, 1, 1, 1326386959, 93, 1]
322	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1275068416, 76, 1]
323	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1275068416, 93, 1]
324	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1275071488, 76, 1]
325	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1275071488, 93, 1]
326	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1325400064, 76, 1]
327	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1325400064, 93, 1]
328	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1279524864, 76, 1]
329	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1279524864, 93, 1]
330	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1560281088, 76, 1]
331	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1560281088, 93, 1]
332	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1275085824, 76, 1]
333	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1275085824, 93, 1]
334	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1275854848, 76, 1]
335	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1275854848, 93, 1]
336	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1565851648, 76, 1]
337	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1565851648, 93, 1]
338	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1326383104, 76, 1]
339	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1326383104, 93, 1]
340	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1325403904, 76, 1]
341	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1325403904, 93, 1]
342	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1560302848, 76, 1]
343	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1560302848, 93, 1]
344	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1275857932, 76, 1]
345	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1275857932, 93, 1]
346	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1593855744, 76, 1]
347	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1593855744, 93, 1]
348	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1600081679, 76, 1]
349	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1600081679, 93, 1]
350	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1280068620, 76, 1]
351	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1280068620, 93, 1]
352	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1599930368, 76, 1]
353	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1599930368, 93, 1]
354	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1599012864, 76, 1]
355	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1599012864, 93, 1]
356	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1599037199, 76, 1]
357	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1599037199, 93, 1]
358	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1593859328, 76, 1]
359	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1593859328, 93, 1]
360	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1330597647, 76, 1]
361	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1330597647, 93, 1]
362	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1599016719, 76, 1]
363	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1599016719, 93, 1]
364	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1594838799, 76, 1]
365	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1594838799, 93, 1]
366	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1326386959, 76, 1]
367	all_scNCF	[59, 128, 32768, 1, 989868800, 1, 1, 1326386959, 93, 1]
368	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1275068416, 76, 1]
369	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1275068416, 93, 1]
370	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1275071488, 76, 1]
371	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1275071488, 93, 1]
372	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1325400064, 76, 1]
373	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1325400064, 93, 1]
374	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1279524864, 76, 1]
375	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1279524864, 93, 1]
376	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1560281088, 76, 1]
377	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1560281088, 93, 1]
378	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1275085824, 76, 1]
379	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1275085824, 93, 1]
380	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1275854848, 76, 1]
381	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1275854848, 93, 1]
382	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1565851648, 76, 1]
383	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1565851648, 93, 1]
384	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1326383104, 76, 1]
385	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1326383104, 93, 1]
386	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1325403904, 76, 1]
387	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1325403904, 93, 1]
388	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1560302848, 76, 1]
389	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1560302848, 93, 1]
390	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1275857932, 76, 1]
391	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1275857932, 93, 1]
392	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1593855744, 76, 1]
393	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1593855744, 93, 1]
394	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1600081679, 76, 1]
395	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1600081679, 93, 1]
396	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1280068620, 76, 1]
397	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1280068620, 93, 1]
398	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1599930368, 76, 1]
399	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1599930368, 93, 1]
400	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1599012864, 76, 1]
401	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1599012864, 93, 1]
402	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1599037199, 76, 1]
403	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1599037199, 93, 1]
404	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1593859328, 76, 1]
405	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1593859328, 93, 1]
406	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1330597647, 76, 1]
407	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1330597647, 93, 1]
408	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1599016719, 76, 1]
409	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1599016719, 93, 1]
410	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1594838799, 76, 1]
411	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1594838799, 93, 1]
412	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1326386959, 76, 1]
413	all_scNCF	[59, 128, 32768, 1, 705301002, 1, 1, 1326386959, 93, 1]
414	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1275068416, 76, 1]
415	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1275068416, 93, 1]
416	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1275071488, 76, 1]
417	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1275071488, 93, 1]
418	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1325400064, 76, 1]
419	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1325400064, 93, 1]
420	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1279524864, 76, 1]
421	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1279524864, 93, 1]
422	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1560281088, 76, 1]
423	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1560281088, 93, 1]
424	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1275085824, 76, 1]
425	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1275085824, 93, 1]
426	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1275854848, 76, 1]
427	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1275854848, 93, 1]
428	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1565851648, 76, 1]
429	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1565851648, 93, 1]
430	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1326383104, 76, 1]
431	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1326383104, 93, 1]
432	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1325403904, 76, 1]
433	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1325403904, 93, 1]
434	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1560302848, 76, 1]
435	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1560302848, 93, 1]
436	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1275857932, 76, 1]
437	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1275857932, 93, 1]
438	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1593855744, 76, 1]
439	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1593855744, 93, 1]
440	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1600081679, 76, 1]
441	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1600081679, 93, 1]
442	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1280068620, 76, 1]
443	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1280068620, 93, 1]
444	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1599930368, 76, 1]
445	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1599930368, 93, 1]
446	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1599012864, 76, 1]
447	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1599012864, 93, 1]
448	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1599037199, 76, 1]
449	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1599037199, 93, 1]
450	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1593859328, 76, 1]
451	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1593859328, 93, 1]
452	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1330597647, 76, 1]
453	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1330597647, 93, 1]
454	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1599016719, 76, 1]
455	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1599016719, 93, 1]
456	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1594838799, 76, 1]
457	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1594838799, 93, 1]
458	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1326386959, 76, 1]
459	all_scNCF	[59, 128, 32768, 1, 993198080, 1, 1, 1326386959, 93, 1]
460	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1275068416, 76, 1]
461	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1275068416, 93, 1]
462	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1275071488, 76, 1]
463	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1275071488, 93, 1]
464	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1325400064, 76, 1]
465	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1325400064, 93, 1]
466	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1279524864, 76, 1]
467	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1279524864, 93, 1]
468	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1560281088, 76, 1]
469	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1560281088, 93, 1]
470	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1275085824, 76, 1]
471	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1275085824, 93, 1]
472	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1275854848, 76, 1]
473	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1275854848, 93, 1]
474	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1565851648, 76, 1]
475	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1565851648, 93, 1]
476	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1326383104, 76, 1]
477	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1326383104, 93, 1]
478	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1325403904, 76, 1]
479	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1325403904, 93, 1]
480	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1560302848, 76, 1]
481	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1560302848, 93, 1]
482	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1275857932, 76, 1]
483	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1275857932, 93, 1]
484	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1593855744, 76, 1]
485	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1593855744, 93, 1]
486	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1600081679, 76, 1]
487	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1600081679, 93, 1]
488	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1280068620, 76, 1]
489	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1280068620, 93, 1]
490	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1599930368, 76, 1]
491	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1599930368, 93, 1]
492	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1599012864, 76, 1]
493	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1599012864, 93, 1]
494	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1599037199, 76, 1]
495	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1599037199, 93, 1]
496	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1593859328, 76, 1]
497	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1593859328, 93, 1]
498	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1330597647, 76, 1]
499	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1330597647, 93, 1]
500	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1599016719, 76, 1]
501	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1599016719, 93, 1]
502	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1594838799, 76, 1]
503	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1594838799, 93, 1]
504	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1326386959, 76, 1]
505	all_scNCF	[59, 128, 32768, 1, 789512192, 1, 1, 1326386959, 93, 1]
506	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1275068416, 76, 1]
507	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1275068416, 93, 1]
508	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1275071488, 76, 1]
509	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1275071488, 93, 1]
510	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1325400064, 76, 1]
511	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1325400064, 93, 1]
512	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1279524864, 76, 1]
513	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1279524864, 93, 1]
514	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1560281088, 76, 1]
515	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1560281088, 93, 1]
516	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1275085824, 76, 1]
517	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1275085824, 93, 1]
518	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1275854848, 76, 1]
519	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1275854848, 93, 1]
520	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1565851648, 76, 1]
521	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1565851648, 93, 1]
522	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1326383104, 76, 1]
523	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1326383104, 93, 1]
524	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1325403904, 76, 1]
525	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1325403904, 93, 1]
526	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1560302848, 76, 1]
527	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1560302848, 93, 1]
528	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1275857932, 76, 1]
529	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1275857932, 93, 1]
530	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1593855744, 76, 1]
531	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1593855744, 93, 1]
532	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1600081679, 76, 1]
533	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1600081679, 93, 1]
534	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1280068620, 76, 1]
535	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1280068620, 93, 1]
536	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1599930368, 76, 1]
537	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1599930368, 93, 1]
538	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1599012864, 76, 1]
539	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1599012864, 93, 1]
540	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1599037199, 76, 1]
541	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1599037199, 93, 1]
542	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1593859328, 76, 1]
543	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1593859328, 93, 1]
544	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1330597647, 76, 1]
545	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1330597647, 93, 1]
546	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1599016719, 76, 1]
547	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1599016719, 93, 1]
548	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1594838799, 76, 1]
549	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1594838799, 93, 1]
550	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1326386959, 76, 1]
551	all_scNCF	[59, 128, 32768, 1, 788532992, 1, 1, 1326386959, 93, 1]
552	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1275068416, 76, 1]
553	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1275068416, 93, 1]
554	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1275071488, 76, 1]
555	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1275071488, 93, 1]
556	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1325400064, 76, 1]
557	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1325400064, 93, 1]
558	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1279524864, 76, 1]
559	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1279524864, 93, 1]
560	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1560281088, 76, 1]
561	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1560281088, 93, 1]
562	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1275085824, 76, 1]
563	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1275085824, 93, 1]
564	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1275854848, 76, 1]
565	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1275854848, 93, 1]
566	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1565851648, 76, 1]
567	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1565851648, 93, 1]
568	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1326383104, 76, 1]
569	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1326383104, 93, 1]
570	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1325403904, 76, 1]
571	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1325403904, 93, 1]
572	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1560302848, 76, 1]
573	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1560302848, 93, 1]
574	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1275857932, 76, 1]
575	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1275857932, 93, 1]
576	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1593855744, 76, 1]
577	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1593855744, 93, 1]
578	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1600081679, 76, 1]
579	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1600081679, 93, 1]
580	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1280068620, 76, 1]
581	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1280068620, 93, 1]
582	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1599930368, 76, 1]
583	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1599930368, 93, 1]
584	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1599012864, 76, 1]
585	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1599012864, 93, 1]
586	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1599037199, 76, 1]
587	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1599037199, 93, 1]
588	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1593859328, 76, 1]
589	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1593859328, 93, 1]
590	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1330597647, 76, 1]
591	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1330597647, 93, 1]
592	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1599016719, 76, 1]
593	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1599016719, 93, 1]
594	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1594838799, 76, 1]
595	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1594838799, 93, 1]
596	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1326386959, 76, 1]
597	all_scNCF	[59, 128, 32768, 1, 1056979712, 1, 1, 1326386959, 93, 1]
598	all_scNCF	[59, 128, 32768, 1, 1061105423, 1, 1, 1275068416, 76, 1]
599	all_scNCF	[59, 128, 32768, 1, 1061105423, 1, 1, 1275068416, 93, 1]
600	all_scNCF	[59, 128, 32768, 1, 1061105423, 1, 1, 1275071488, 76, 1]
601	all_scNCF	[59, 128, 32768, 1, 1061105423, 1, 1, 1275071488, 93, 1]
602	all_scNCF	[59, 128, 32768, 1, 1061105423, 1, 1, 1325400064, 76, 1]
603	all_scNCF	[59, 128, 32768, 1, 1061105423, 1, 1, 1325400064, 93, 1]
604	all_scNCF	[59, 128, 32768, 1, 1061105423, 1, 1, 1279524864, 76, 1]
