	Node_name	k	EF	UF	PMID	BF as int	EUF	ThF	NCF	EThF	ising	bit_based
666	CLE40	1	True	True	32103059	2	True	True	True	True	True	False
667	p53	4	True	True	26385365	19660	True	True	True	True	False	False
668	ATR	3	True	True	26385365	76	True	True	True	True	False	False
669	CHKREC	8	True	True	26385365	112173586421690117652376143369500400616712297704542022532758497542419171508224	True	True	True	True	False	False
670	NHEJ	5	True	True	26385365	4194304	True	True	True	True	False	False
671	ATM	4	True	True	26385365	8352	True	True	True	True	False	False
672	ICL	2	True	True	26385365	4	True	True	True	True	False	True
673	DSB	5	True	True	26385365	1879048192	True	True	True	True	False	False
674	NUC2	7	True	True	26385365	1334440579713534223399502545178005248	True	False	False	False	False	False
675	FAHRR	4	True	True	26385365	770	True	True	True	True	False	False
676	HRR2	7	True	False	26385365	4974729747714199053915914240	False	False	False	False	False	False
677	NUC1	2	True	True	26385365	1	True	True	True	True	False	False
678	FANCD2I	4	True	True	26385365	1092	True	True	True	True	False	False
679	TLS	2	True	True	26385365	2	True	True	True	True	False	True
680	ADD	3	True	True	26385365	42	True	True	True	True	False	False
681	FAcore	4	True	True	26385365	1092	True	True	True	True	False	False
682	IL9	6	True	True	26090929	1157442902578692096	True	True	True	True	False	False
683	IL4	7	True	True	26090929	67791662187920495757537385041025302528	True	True	True	True	False	False
684	IL2	6	True	True	26090929	5476377148023373824	True	True	True	True	False	False
685	IL10	6	True	True	26090929	1116628820770623487	True	True	True	True	False	False
686	TGFB	4	True	True	26090929	30197	True	True	True	True	False	False
687	IL21	9	True	True	26090929	3391386709340869769654329819447099635694632018527366782241157851588610367418410346005703064974226400016069366281383135579307915694160747048371635332579328	True	True	True	True	False	False
688	RORGT	6	True	True	26090929	288230376151711744	True	True	True	True	False	False
689	BCL6	4	True	True	26090929	2048	True	True	True	True	False	True
690	FOXP3	5	True	True	26090929	4194496	True	True	True	True	False	False
691	TBET	7	True	True	26090929	85074485952878516986565049730188967936	True	True	True	True	False	False
692	GATA3	8	True	True	26090929	55213970774327845060658612077684707382919441985996756429971012724981760	True	True	True	True	False	False
693	Ara+	3	True	True	28639170	21	True	True	True	True	False	False
694	Am	3	True	True	28639170	31	True	True	True	True	False	False
695	A	2	True	True	28639170	1	True	True	True	True	False	False
696	E	1	True	True	28639170	1	True	True	True	True	True	True
697	MS	2	True	True	28639170	1	True	True	True	True	False	False
698	T	1	True	True	28639170	1	True	True	True	True	True	True
699	C	1	True	True	28639170	2	True	True	True	True	True	False
700	MT	2	True	True	28639170	1	True	True	True	True	False	False
701	L	2	True	True	28639170	4	True	True	True	True	False	True
702	YOX1	2	True	True	18463633	1	True	True	True	True	False	False
703	MBF	1	True	True	18463633	1	True	True	True	True	True	True
704	SBF	4	True	True	18463633	2184	True	True	True	True	False	False
705	ACE2	1	True	True	18463633	1	True	True	True	True	True	True
706	SFF	2	True	True	18463633	1	True	True	True	True	False	False
707	SWI5	1	True	True	18463633	1	True	True	True	True	True	True
708	HCM1	2	True	True	18463633	1	True	True	True	True	False	False
709	CLN3	4	True	True	18463633	8	True	True	True	True	False	False
710	YHP1	2	True	True	18463633	7	True	True	True	True	False	True
711	APC	1	True	True	23868318	2	True	True	True	True	True	False
712	Dsh	3	True	True	23868318	42	True	True	True	True	False	False
713	Arm	7	True	True	23868318	20203181445841325826244859658494	True	True	True	True	False	False
714	Sgg	1	True	True	23868318	2	True	True	True	True	True	False
715	Axin	1	True	True	23868318	2	True	True	True	True	True	False
716	Fz	2	True	True	23868318	1	True	True	True	True	False	False
717	Targets	6	True	True	23868318	4294967296	True	True	True	True	False	False
718	Pan	2	True	True	23868318	2	True	True	True	True	False	True
719	Nemo	1	True	True	23868318	1	True	True	True	True	True	True
720	Dlp	2	True	True	23868318	2	True	True	True	True	False	True
721	Arr	1	True	True	23868318	1	True	True	True	True	True	True
722	Dally	2	True	True	23868318	2	True	True	True	True	False	True
723	PP2A	2	True	True	26616283	4	True	True	True	True	False	True
724	PP1	3	True	True	26616283	128	True	True	True	True	False	False
725	ENSA	1	True	True	26616283	1	True	True	True	True	True	True
726	STMN	1	True	True	26616283	2	True	True	True	True	True	False
727	AURKAActive	7	True	True	26616283	1730739210446479754268664540449996	True	False	False	False	False	False
728	WEE1	1	True	True	26616283	2	True	True	True	True	True	False
729	PLK1	5	True	True	26616283	1146093567	True	False	False	False	False	False
730	Cytokinesis	2	True	True	26616283	4	True	True	True	True	False	True
731	SpindleAssembly	2	True	True	26616283	2	True	True	True	True	False	True
732	CentrosomeMat	2	True	True	26616283	2	True	True	True	True	False	True
733	hCPEB	1	True	True	26616283	1	True	True	True	True	True	True
734	NEDD9	1	True	True	26616283	1	True	True	True	True	True	True
735	MT	1	True	True	26616283	2	True	True	True	True	True	False
736	GWL_MASTL	2	True	True	26616283	2	True	True	True	True	False	True
737	TPX2	1	True	True	26616283	1	True	True	True	True	True	True
738	AURKAPresent	1	True	True	26616283	2	True	True	True	True	True	False
739	CDC25B	3	True	True	26616283	76	True	True	True	True	False	False
740	BORA	3	True	True	26616283	50	True	True	True	True	False	True
741	CDK1CCNBComplex	4	True	True	26616283	45296	True	True	True	True	False	False
742	EC	1	True	True	22253585	1	True	True	True	True	True	True
743	Bb	2	True	True	22253585	2	True	True	True	True	False	True
744	TrII	2	True	True	22253585	1	True	True	True	True	False	False
745	DCII	1	True	True	22253585	1	True	True	True	True	True	True
746	T0	1	True	True	22253585	1	True	True	True	True	True	True
747	PIC	4	True	True	22253585	10922	True	True	True	True	False	False
748	IL10I	4	True	True	22253585	14335	True	True	True	True	False	False
749	AP	6	True	True	22253585	4294971665	True	True	True	True	False	False
750	DP	2	True	True	22253585	1	True	True	True	True	False	False
751	IgG	2	True	True	22253585	7	True	True	True	True	False	True
752	C	4	True	True	22253585	2619	True	False	False	False	False	False
753	Th1I	1	True	True	22253585	1	True	True	True	True	True	True
754	MPI	3	True	True	22253585	7	True	True	True	True	False	False
755	AgAb	3	True	True	22253585	7	True	True	True	True	False	False
756	IgA	3	True	True	22253585	7	True	True	True	True	False	False
757	IFNgI	5	True	True	22253585	1882255600	True	True	True	True	False	False
758	Oag	1	True	True	22253585	1	True	True	True	True	True	True
759	IL4I	1	True	True	22253585	1	True	True	True	True	True	True
760	IL4II	5	True	True	22253585	1342205952	True	True	True	True	False	False
761	Th2I	1	True	True	22253585	1	True	True	True	True	True	True
762	TTSSI	3	True	True	22253585	8	True	True	True	True	False	True
763	TrI	1	True	True	22253585	1	True	True	True	True	True	True
764	NE	1	True	True	22253585	1	True	True	True	True	True	True
765	BC	2	True	True	22253585	7	True	True	True	True	False	True
766	DCI	3	True	True	22253585	7	True	True	True	True	False	False
767	Th2II	3	True	True	22253585	4	True	True	True	True	False	False
768	IL12II	3	True	True	22253585	4	True	True	True	True	False	False
769	PH	2	True	True	22253585	1	True	True	True	True	False	False
770	Th1II	3	True	True	22253585	1	True	True	True	True	False	False
771	TTSSII	1	True	True	22253585	1	True	True	True	True	True	True
772	IFNgII	1	True	True	22253585	1	True	True	True	True	True	True
773	IL12I	3	True	True	22253585	4	True	True	True	True	False	False
774	IL10II	1	True	True	22253585	1	True	True	True	True	True	True
775	NE	5	True	True	22253585	12599488	True	True	True	True	False	False
776	IFNgI	2	True	True	22253585	7	True	True	True	True	False	True
777	IL4I	1	True	True	22253585	1	True	True	True	True	True	True
778	IL10I	1	True	True	22253585	1	True	True	True	True	True	True
779	PIC	3	True	True	22253585	8	True	True	True	True	False	True
780	AD	4	True	True	22253585	13050	True	False	False	False	False	False
781	DCI	1	True	True	22253585	1	True	True	True	True	True	True
782	Th1I	1	True	True	22253585	1	True	True	True	True	True	True
783	EL	2	True	True	22253585	4	True	True	True	True	False	True
784	EL2	3	True	True	22253585	21	True	True	True	True	False	False
785	DCII	1	True	True	22253585	1	True	True	True	True	True	True
786	IL4II	5	True	True	22253585	1358917887	True	True	True	True	False	False
787	TEL	2	True	True	22253585	7	True	True	True	True	False	True
788	BC	2	True	True	22253585	7	True	True	True	True	False	True
789	T0	1	True	True	22253585	1	True	True	True	True	True	True
790	IgA	2	True	True	22253585	1	True	True	True	True	False	False
791	IL13	4	True	True	22253585	24447	True	True	True	True	False	False
792	Th2I	1	True	True	22253585	1	True	True	True	True	True	True
793	EC	2	True	True	22253585	7	True	True	True	True	False	True
794	IL5	2	True	True	22253585	7	True	True	True	True	False	True
795	IgE	3	True	True	22253585	7	True	True	True	True	False	False
796	Th2II	3	True	True	22253585	4	True	True	True	True	False	False
797	IL12II	3	True	True	22253585	4	True	True	True	True	False	False
798	Th1II	3	True	True	22253585	1	True	True	True	True	False	False
799	IgG	1	True	True	22253585	1	True	True	True	True	True	True
800	Drk	2	True	True	23868318	1	True	True	True	True	False	False
801	Stumps	2	True	True	23868318	7	True	True	True	True	False	True
802	Htl	2	True	True	23868318	7	True	True	True	True	False	True
803	Btl	1	True	True	23868318	1	True	True	True	True	True	True
804	Aop	1	True	True	23868318	2	True	True	True	True	True	False
805	Rl	2	True	True	23868318	1	True	True	True	True	False	False
806	Gap	1	True	True	23868318	1	True	True	True	True	True	True
807	PLCg	1	True	True	23868318	1	True	True	True	True	True	True
808	Pnt	1	True	True	23868318	1	True	True	True	True	True	True
809	Raf	4	True	True	23868318	1	True	True	True	True	False	False
810	Ras	1	True	True	23868318	1	True	True	True	True	True	True
811	Dsor1	1	True	True	23868318	1	True	True	True	True	True	True
812	Sos	1	True	True	23868318	1	True	True	True	True	True	True
813	Targets	2	True	True	23868318	4	True	True	True	True	False	True
814	Gal11p	1	True	True	19144179	1	True	True	True	True	True	True
815	MLS1	2	True	True	19144179	7	True	True	True	True	False	True
816	Cat8p	2	True	True	19144179	1	True	True	True	True	False	False
817	Sip4p	2	True	True	19144179	1	True	True	True	True	False	False
818	MalRp	2	True	True	19144179	1	True	True	True	True	False	False
819	MALR	1	True	True	19144179	2	True	True	True	True	True	False
820	maltose_int	2	True	True	19144179	1	True	True	True	True	False	False
821	GAL7	1	True	True	19144179	1	True	True	True	True	True	True
822	GAL4	1	True	True	19144179	2	True	True	True	True	True	False
823	Mig3p	2	True	True	19144179	2	True	True	True	True	False	True
824	MIG3	1	True	True	19144179	2	True	True	True	True	True	False
825	Snf1p	3	True	True	19144179	16	True	True	True	True	False	False
826	HXT3	2	True	True	19144179	14	True	True	True	True	False	False
827	Rgt1p	3	True	True	19144179	19	True	True	True	True	False	False
828	Mth1p	5	True	True	19144179	65274	True	True	True	True	False	False
829	MIG2	1	True	True	19144179	2	True	True	True	True	True	False
830	SIP4	1	True	True	19144179	1	True	True	True	True	True	True
831	Gal3p	2	True	True	19144179	1	True	True	True	True	False	False
832	GAL3	1	True	True	19144179	2	True	True	True	True	True	False
833	galactose_int	2	True	True	19144179	1	True	True	True	True	False	False
834	Rgt2p	2	True	True	19144179	1	True	True	True	True	False	False
835	Mig1p	2	True	True	19144179	2	True	True	True	True	False	True
836	PCK1	1	True	True	19144179	1	True	True	True	True	True	True
837	SFC1	1	True	True	19144179	1	True	True	True	True	True	True
838	GAL10	1	True	True	19144179	1	True	True	True	True	True	True
839	FBP1	2	True	True	19144179	7	True	True	True	True	False	True
840	IDP2	1	True	True	19144179	1	True	True	True	True	True	True
841	MTH1	2	True	True	19144179	14	True	True	True	True	False	False
842	Mig2p	1	True	True	19144179	1	True	True	True	True	True	True
843	Snf3p	2	True	True	19144179	1	True	True	True	True	False	False
844	MDH2	2	True	True	19144179	7	True	True	True	True	False	True
845	Gal2p	1	True	True	19144179	1	True	True	True	True	True	True
846	MEL1	2	True	True	19144179	11	True	True	True	True	False	False
847	Gal4p	2	True	True	19144179	2	True	True	True	True	False	True
848	CAT8	1	True	True	19144179	2	True	True	True	True	True	False
849	HXT4	3	True	True	19144179	224	True	True	True	True	False	False
850	HXT2	2	True	True	19144179	8	True	True	True	True	False	False
851	Std1p	5	True	True	19144179	858927906	True	True	True	True	False	False
852	Yck1p	1	True	True	19144179	1	True	True	True	True	True	True
853	SCF_grr1	1	True	True	19144179	1	True	True	True	True	True	True
854	GAL5	1	True	True	19144179	1	True	True	True	True	True	True
855	HXT1	3	True	True	19144179	236	True	True	True	True	False	False
856	MalTp	1	True	True	19144179	1	True	True	True	True	True	True
857	Gal1p	1	True	True	19144179	1	True	True	True	True	True	True
858	GAL1	2	True	True	19144179	2	True	True	True	True	False	True
859	Gal80p	3	True	True	19144179	64	True	True	True	True	False	True
860	Glc7Reg1	3	True	True	19144179	1	True	True	True	True	False	False
861	HXT8	1	True	True	19144179	2	True	True	True	True	True	False
862	MALS	2	True	True	19144179	2	True	True	True	True	False	True
863	JEN1	1	True	True	19144179	1	True	True	True	True	True	True
864	SUC2	2	True	True	19144179	8	True	True	True	True	False	False
865	ICL1	2	True	True	19144179	7	True	True	True	True	False	True
866	4ORFs	1	True	True	19144179	2	True	True	True	True	True	False
867	HXT5	1	True	True	19144179	2	True	True	True	True	True	False
868	ACS1	1	True	True	19144179	1	True	True	True	True	True	True
869	Pnt	1	True	True	23868318	1	True	True	True	True	True	True
870	Rl	2	True	True	23868318	1	True	True	True	True	False	False
871	Dsor1	1	True	True	23868318	1	True	True	True	True	True	True
872	Targets	2	True	True	23868318	4	True	True	True	True	False	True
873	Aop	1	True	True	23868318	2	True	True	True	True	True	False
874	Raf	4	True	True	23868318	1	True	True	True	True	False	False
875	Ras	2	True	True	23868318	2	True	True	True	True	False	True
876	Sos	1	True	True	23868318	1	True	True	True	True	True	True
877	Drk	1	True	True	23868318	1	True	True	True	True	True	True
878	Pvr	3	True	True	23868318	127	True	True	True	True	False	True
879	p53	4	True	True	29206223	10922	True	True	True	True	False	False
880	ATM	1	True	True	29206223	1	True	True	True	True	True	True
881	MDM2	2	True	True	29206223	4	True	True	True	True	False	True
882	CHK1	1	True	True	29206223	1	True	True	True	True	True	True
883	CHK2	1	True	True	29206223	1	True	True	True	True	True	True
884	NFkB	2	True	True	29206223	4	True	True	True	True	False	True
885	IKK	3	True	True	29206223	127	True	True	True	True	False	True
886	IkB	4	True	True	29206223	21756	True	False	False	False	False	False
887	Akt	1	True	True	29206223	1	True	True	True	True	True	True
888	NIK	1	True	True	29206223	1	True	True	True	True	True	True
889	NEMO	1	True	True	29206223	1	True	True	True	True	True	True
890	p21	2	True	True	29206223	7	True	True	True	True	False	True
891	HIF1	2	True	True	29206223	2	True	True	True	True	False	True
892	PI3K	1	True	True	29206223	1	True	True	True	True	True	True
893	CEBPbeta	1	True	True	29206223	1	True	True	True	True	True	True
894	Elk1	1	True	True	29206223	1	True	True	True	True	True	True
895	AP1	2	True	True	29206223	1	True	True	True	True	False	False
896	cJun	5	True	True	29206223	8323327	True	True	True	True	False	False
897	cFos	5	True	True	29206223	2147483647	True	True	True	True	False	True
898	IL6R	1	True	True	29206223	1	True	True	True	True	True	True
899	IL6	3	True	True	29206223	127	True	True	True	True	False	True
900	CDK4	2	True	True	29206223	8	True	True	True	True	False	False
901	p16INK4	2	True	True	29206223	7	True	True	True	True	False	True
902	CDK2	2	True	True	29206223	2	True	True	True	True	False	True
903	E2F	3	True	True	29206223	42	True	True	True	True	False	False
904	MKP1	1	True	True	29206223	1	True	True	True	True	True	True
905	MEK1_2	2	True	True	29206223	1	True	True	True	True	False	False
906	GP130	1	True	True	29206223	1	True	True	True	True	True	True
907	ERK1_2	2	True	True	29206223	1	True	True	True	True	False	False
908	p38	2	True	True	29206223	2	True	True	True	True	False	True
909	MKK	2	True	True	29206223	7	True	True	True	True	False	True
910	IRAK	3	True	True	29206223	127	True	True	True	True	False	True
911	MyD88	1	True	True	29206223	1	True	True	True	True	True	True
912	IL1R	1	True	True	29206223	1	True	True	True	True	True	True
913	pRB	2	True	True	29206223	7	True	True	True	True	False	True
914	MEKK	1	True	True	29206223	1	True	True	True	True	True	True
915	TAK1	2	True	True	29206223	7	True	True	True	True	False	True
916	TAB	2	True	True	29206223	7	True	True	True	True	False	True
917	TRAF6	1	True	True	29206223	1	True	True	True	True	True	True
918	STAT3	4	True	True	29206223	30591	True	True	True	True	False	False
919	JAK	2	True	True	29206223	2	True	True	True	True	False	True
920	mTOR	1	True	True	29206223	1	True	True	True	True	True	True
921	IL1	1	True	True	29206223	1	True	True	True	True	True	True
922	RB	3	True	True	29206223	128	True	True	True	True	False	False
923	ATR	1	True	True	29206223	1	True	True	True	True	True	True
924	Oncogene	2	True	True	29206223	7	True	True	True	True	False	True
925	IL8	3	True	True	29206223	127	True	True	True	True	False	True
926	JNK	2	True	True	29206223	2	True	True	True	True	False	True
927	SOCS3	1	True	True	29206223	1	True	True	True	True	True	True
928	ERBB2	6	True	True	24970389	2306018933758533632	True	True	True	True	False	False
929	BAX	2	True	True	24970389	7	True	True	True	True	False	True
930	ERK1_2	4	True	True	24970389	32767	True	True	True	True	False	True
931	ERBB1	4	True	True	24970389	16576	True	True	True	True	False	False
932	CyclinB1	3	True	True	24970389	76	True	True	True	True	False	False
933	cRAF	6	True	True	24970389	4665941148055945408	True	True	True	True	False	False
934	TSC2	5	True	True	24970389	1086324736	True	True	True	True	False	False
935	GSKa_b	2	True	True	24970389	7	True	True	True	True	False	True
936	AKT	7	True	True	24970389	102084710012899009042358307410226970624	True	True	True	True	False	False
937	p53	4	True	True	24970389	32767	True	True	True	True	False	True
938	PTEN	3	True	True	24970389	112	True	True	True	True	False	False
939	RB	5	True	True	24970389	547356672	True	True	True	True	False	False
940	ERBB3	5	True	True	24970389	1086324736	True	True	True	True	False	False
941	cJUN	2	True	True	24970389	2	True	True	True	True	False	True
942	p70S6K	5	True	True	24970389	143165576	True	True	True	True	False	False
943	PRAS	3	True	True	24970389	112	True	True	True	True	False	False
944	CyclinD1	6	True	True	24970389	5534023222112865484	True	True	True	True	False	False
945	FoxO1_3a	2	True	True	24970389	4	True	True	True	True	False	True
946	Nfkb	3	True	True	24970389	127	True	True	True	True	False	True
947	RPS6	2	True	True	24970389	7	True	True	True	True	False	True
948	p38	2	True	True	24970389	7	True	True	True	True	False	True
949	CK	3	True	True	28426669	174	True	True	True	True	False	False
950	ARR1	2	True	True	28426669	4	True	True	True	True	False	True
951	SHY2	2	True	True	28426669	2	True	True	True	True	False	True
952	AUXIAA	1	True	True	28426669	2	True	True	True	True	True	False
953	ARF	1	True	True	28426669	2	True	True	True	True	True	False
954	ARF10	3	True	True	28426669	168	True	True	True	True	False	False
955	ARF5	4	True	True	28426669	34944	True	True	True	True	False	False
956	AUX	2	True	True	28426669	7	True	True	True	True	False	True
957	SCR	3	True	True	28426669	1	True	True	True	True	False	False
958	SHR	3	True	True	28426669	31	True	True	True	True	False	False
959	MIR166	4	True	True	28426669	52430	True	True	True	True	False	False
960	PHB	1	True	True	28426669	2	True	True	True	True	True	False
961	JKD	3	True	True	28426669	16	True	True	True	True	False	False
962	MGP	3	True	True	28426669	16	True	True	True	True	False	False
963	WOX5	3	True	True	28426669	32	True	True	True	True	False	True
964	CLE40	1	True	True	28426669	2	True	True	True	True	True	False
965	Dkk1	3	True	True	23056457	93	True	True	True	True	False	True
966	Mesp1	2	True	True	23056457	2	True	True	True	True	False	True
967	canWnt	1	True	True	23056457	1	True	True	True	True	True	True
968	exogen_BMP2_II	1	True	True	23056457	1	True	True	True	True	True	True
969	Bmp2	2	True	True	23056457	4	True	True	True	True	False	True
970	Foxc1_2	2	True	True	23056457	1	True	True	True	True	False	False
971	exogen_canWnt_II	1	True	True	23056457	1	True	True	True	True	True	True
972	Isl1	5	True	True	23056457	2139062271	True	True	True	True	False	False
973	Fgf8	3	True	True	23056457	76	True	True	True	True	False	False
974	Tbx1	1	True	True	23056457	1	True	True	True	True	True	True
975	Nkx2_5	7	True	True	23056457	158798448673953643329008280872824078335	True	False	False	False	False	False
976	Tbx5	6	True	True	23056457	5533873685095514112	True	True	True	True	False	False
977	GATAs	3	True	True	23056457	127	True	True	True	True	False	True
978	exogen_CanWnt_I	1	True	True	23056457	1	True	True	True	True	True	True
979	ErbB2_3	2	True	True	19118495	1	True	True	True	True	False	False
980	ErbB2	1	True	True	19118495	1	True	True	True	True	True	True
981	ErbB3	1	True	True	19118495	1	True	True	True	True	True	True
982	CDK6	1	True	True	19118495	1	True	True	True	True	True	True
983	CycD1	4	True	True	19118495	259	True	True	True	True	False	False
984	Akt1	5	True	True	19118495	2147483647	True	True	True	True	False	True
985	ErbB1_2	2	True	True	19118495	1	True	True	True	True	False	False
986	ErbB1_3	2	True	True	19118495	1	True	True	True	True	False	False
987	IGF1R	3	True	True	19118495	42	True	True	True	True	False	False
988	ErbB1	1	True	True	19118495	1	True	True	True	True	True	True
989	ERa	2	True	True	19118495	7	True	True	True	True	False	True
990	MEK1	5	True	True	19118495	2147483647	True	True	True	True	False	True
991	CDK2	3	True	True	19118495	8	True	True	True	True	False	True
992	CycE1	1	True	True	19118495	1	True	True	True	True	True	True
993	p21	4	True	True	19118495	16384	True	True	True	True	False	True
994	p27	5	True	True	19118495	1073741824	True	True	True	True	False	True
995	cMYC	3	True	True	19118495	127	True	True	True	True	False	True
996	pRB	2	True	True	19118495	1	True	True	True	True	False	False
997	CDK4	3	True	True	19118495	8	True	True	True	True	False	True
998	APC/C	5	True	True	26340681	1057013504	True	True	True	True	False	False
999	MYB77	4	True	True	26340681	2574	True	True	True	True	False	False
1000	E2Fe	6	True	True	26340681	18389322886389432315	True	True	True	True	False	False
1001	E2Fa	4	True	True	26340681	48048	True	False	False	False	False	False
1002	RBR	5	True	True	26340681	867894027	True	False	False	False	False	False
1003	MYB3R1/4	4	True	True	26340681	21877	True	True	True	True	False	False
1004	CYCD3;1	1	True	True	26340681	2	True	True	True	True	True	False
1005	KRP1	5	True	True	26340681	1061109546	True	False	False	False	False	False
1006	E2Fc	6	True	True	26340681	1085314523353549519	True	False	False	False	False	False
1007	E2Fb	2	True	True	26340681	2	True	True	True	True	False	True
1008	CDKB1;1	7	True	True	26340681	84069761279059502970641273758683184959	True	True	True	True	False	False
1009	SCF	6	True	True	26340681	3727630269709025280	True	True	True	True	False	False
1010	CYCB1;1	8	True	True	26340681	28607457354516630701703606552751400985576695523429513333045241432489070690304	True	True	True	True	False	False
1011	CYCA2;3	3	True	True	26340681	112	True	True	True	True	False	False
1012	SMBF	4	True	True	19185585	32512	True	True	True	True	False	False
1013	Cln3	1	True	True	19185585	2	True	True	True	True	True	False
1014	Clb2	6	True	True	19185585	1157442700462583808	True	False	False	False	False	False
1015	Cln2	1	True	True	19185585	1	True	True	True	True	True	True
1016	Yhp1	1	True	True	19185585	1	True	True	True	True	True	True
1017	Cdh1	4	True	True	19185585	33023	True	True	True	True	False	False
1018	Cdc14	2	True	True	19185585	1	True	True	True	True	False	False
1019	Clb5	2	True	True	19185585	4	True	True	True	True	False	True
1020	CD	4	True	True	19185585	256	True	True	True	True	False	False
1021	M	4	True	True	19185585	14080	True	True	True	True	False	False
1022	FEAR	1	True	True	19185585	1	True	True	True	True	True	True
1023	Cdc20	3	True	True	19185585	1	True	True	True	True	False	False
1024	CKI	6	True	True	19185585	4611897126091609429	True	False	False	False	False	False
1025	Swi5	3	True	True	19185585	69	True	True	True	True	False	False
1026	B	4	True	True	19185585	28912	True	True	True	True	False	False
1027	SFF	6	True	True	19185585	1229782942020137233	True	False	False	False	False	False
1028	S	4	True	True	19185585	32512	True	True	True	True	False	False
1029	MEN	2	True	True	19185585	1	True	True	True	True	False	False
1030	CXCR4_H	4	True	True	27594840	128	True	True	True	True	False	True
1031	CXCL12_M	4	True	True	27594840	2048	True	True	True	True	False	True
1032	CXCR7_H	2	True	True	27594840	1	True	True	True	True	False	False
1033	Gfi1_H	3	True	True	27594840	76	True	True	True	True	False	False
1034	GCSF	1	True	True	27594840	1	True	True	True	True	True	True
1035	FoxO3a_M	4	True	True	27594840	16576	True	True	True	True	False	False
1036	Bcatenin_M	3	True	True	27594840	128	True	True	True	True	False	False
1037	ERK_M	3	True	True	27594840	127	True	True	True	True	False	True
1038	PI3KAkt_M	3	True	True	27594840	127	True	True	True	True	False	True
1039	ROS_M	3	True	True	27594840	16	True	True	True	True	False	False
1040	Cx43_M	1	True	True	27594840	1	True	True	True	True	True	True
1041	NfkB_M	5	True	True	27594840	1432319871	True	False	False	False	False	False
1042	IL1	6	True	True	27594840	8309409528899764208	True	False	False	False	False	False
1043	TLR_M	1	True	True	27594840	1	True	True	True	True	True	True
1044	NfkB_H	5	True	True	27594840	2004811776	True	True	True	True	False	False
1045	TLR_H	1	True	True	27594840	1	True	True	True	True	True	True
1046	FoxO3a_H	4	True	True	27594840	16576	True	True	True	True	False	False
1047	PI3KAkt_H	7	True	True	27594840	170135991203223569244594417953325121536	True	True	True	True	False	False
1048	ROS_H	3	True	True	27594840	16	True	True	True	True	False	False
1049	GSK3B_H	1	True	True	27594840	2	True	True	True	True	True	False
1050	GSK3B_M	1	True	True	27594840	2	True	True	True	True	True	False
1051	lTLR	1	True	True	27594840	1	True	True	True	True	True	True
1052	VCAM1_M	3	True	True	27594840	247	True	True	True	True	False	False
1053	ERK_H	9	True	True	27594840	6232739508289220416551220177372487609228640093952705533961774959058840798400037453627987428492874492691231653530606859698588433217881109692778214993166336	True	True	True	True	False	False
1054	VLA4_H	2	True	True	27594840	1	True	True	True	True	False	False
1055	Bcatenin_H	1	True	True	27594840	2	True	True	True	True	True	False
1056	saa	3	True	True	21968890	1	True	True	True	True	False	False
1057	dum_cebp_saa	2	True	True	21968890	7	True	True	True	True	False	True
1058	stat3_ta	4	True	True	21968890	64	True	True	True	True	False	False
1059	ir	2	True	True	21968890	8	True	True	True	True	False	False
1060	socs1	1	True	True	21968890	1	True	True	True	True	True	True
1061	socs3	4	True	True	21968890	32767	True	True	True	True	False	True
1062	tdum_socs3_shp2	1	True	True	21968890	1	True	True	True	True	True	True
1063	dum_mtorc1_or_pkcd_stat3_ta	2	True	True	21968890	7	True	True	True	True	False	True
1064	mtorc1	1	True	True	21968890	1	True	True	True	True	True	True
1065	pkcd	1	True	True	21968890	1	True	True	True	True	True	True
1066	crp	3	True	True	21968890	4	True	True	True	True	False	False
1067	cfos	1	True	True	21968890	1	True	True	True	True	True	True
1068	irs1_py	3	True	True	21968890	128	True	True	True	True	False	False
1069	irs1_ps	2	True	True	21968890	7	True	True	True	True	False	True
1070	shp2	5	True	True	21968890	128	True	True	True	True	False	False
1071	shp2_a	4	True	True	21968890	32	True	True	True	True	False	False
1072	casp9	1	True	True	21968890	2	True	True	True	True	True	False
1073	akt	5	True	True	21968890	32	True	True	True	True	False	False
1074	plcg	1	True	True	21968890	1	True	True	True	True	True	True
1075	gab1_mem_p	2	True	True	21968890	1	True	True	True	True	False	False
1076	var_app	2	True	True	21968890	7	True	True	True	True	False	True
1077	cebpd	1	True	True	21968890	1	True	True	True	True	True	True
1078	cebpb	2	True	True	21968890	7	True	True	True	True	False	True
1079	ip3	1	True	True	21968890	1	True	True	True	True	True	True
1080	mekk1	1	True	True	21968890	1	True	True	True	True	True	True
1081	rac1	1	True	True	21968890	1	True	True	True	True	True	True
1082	p38	1	True	True	21968890	1	True	True	True	True	True	True
1083	erk12	1	True	True	21968890	1	True	True	True	True	True	True
1084	mek1	1	True	True	21968890	1	True	True	True	True	True	True
1085	cam_ca	1	True	True	21968890	1	True	True	True	True	True	True
1086	ca	1	True	True	21968890	1	True	True	True	True	True	True
1087	gp130s	2	True	True	21968890	8	True	True	True	True	False	False
1088	camk24	1	True	True	21968890	1	True	True	True	True	True	True
1089	mk2	1	True	True	21968890	1	True	True	True	True	True	True
1090	mtorc2	1	True	True	21968890	1	True	True	True	True	True	True
1091	anti_apoptotic	4	True	True	21968890	16384	True	True	True	True	False	True
1092	gsk3	1	True	True	21968890	2	True	True	True	True	True	False
1093	bad	1	True	True	21968890	2	True	True	True	True	True	False
1094	pro_proliferative	6	True	True	21968890	17870133787824750591	True	True	True	True	False	False
