	nodename	pmid	model	k	BF as int	UF	EF	EUF	ThF	NCF	EThF	ising	bit_based
1186	v_Pvr	23868318	28	3	127	True	True	True	True	True	True	False	True
1187	v_Raf	23868318	28	4	1	True	True	True	True	True	True	False	False
1188	v_Ras	23868318	28	2	2	True	True	True	True	True	True	False	True
1189	v_Rl	23868318	28	2	1	True	True	True	True	True	True	False	False
1190	v_Sos	23868318	28	1	1	True	True	True	True	True	True	True	True
1191	v_Targets	23868318	28	2	4	True	True	True	True	True	True	False	True
1192	v_Cactus	23868318	29	2	14	True	True	True	True	True	True	False	False
1193	v_Dif	23868318	29	1	2	True	True	True	True	True	True	True	False
1194	v_Dorsal	23868318	29	1	2	True	True	True	True	True	True	True	False
1195	v_MyD88	23868318	29	1	1	True	True	True	True	True	True	True	True
1196	v_Pelle	23868318	29	1	1	True	True	True	True	True	True	True	True
1197	v_Spz	23868318	29	1	2	True	True	True	True	True	True	True	False
1198	v_Targets	23868318	29	2	7	True	True	True	True	True	True	False	True
1199	v_Toll	23868318	29	1	1	True	True	True	True	True	True	True	True
1200	v_Tube	23868318	29	1	1	True	True	True	True	True	True	True	True
1201	v_DAP	23868318	30	1	1	True	True	True	True	True	True	True	True
1202	v_Easter	23868318	30	2	1	True	True	True	True	True	True	False	False
1203	v_GNBP1	23868318	30	1	1	True	True	True	True	True	True	True	True
1204	v_GNBP3	23868318	30	1	1	True	True	True	True	True	True	True	True
1205	v_Gd	23868318	30	1	1	True	True	True	True	True	True	True	True
1206	v_Grass	23868318	30	1	1	True	True	True	True	True	True	True	True
1207	v_ModSP	23868318	30	4	32767	True	True	True	True	True	True	False	True
1208	v_Ndl	23868318	30	1	1	True	True	True	True	True	True	True	True
1209	v_PGRP_SA	23868318	30	1	1	True	True	True	True	True	True	True	True
1210	v_PGRP_SD	23868318	30	1	1	True	True	True	True	True	True	True	True
1211	v_Psh	23868318	30	2	2	True	True	True	True	True	True	False	True
1212	v_SPE	23868318	30	5	2147483647	True	True	True	True	True	True	False	True
1213	v_Snk	23868318	30	1	1	True	True	True	True	True	True	True	True
1214	v_Spd	23868318	30	1	1	True	True	True	True	True	True	True	True
1215	v_Sphinx	23868318	30	1	1	True	True	True	True	True	True	True	True
1216	v_Spirit	23868318	30	1	1	True	True	True	True	True	True	True	True
1217	v_Spz	23868318	30	1	1	True	True	True	True	True	True	True	True
1218	v_Viru_Fact	23868318	30	2	7	True	True	True	True	True	True	False	True
1219	v_ACE2	18463633	31	1	1	True	True	True	True	True	True	True	True
1220	v_CLN3	18463633	31	4	32	True	True	True	True	True	True	False	False
1221	v_HCM1	18463633	31	2	1	True	True	True	True	True	True	False	False
1222	v_MBF	18463633	31	1	1	True	True	True	True	True	True	True	True
1223	v_SBF	18463633	31	4	10752	True	True	True	True	True	True	False	False
1224	v_SFF	18463633	31	2	1	True	True	True	True	True	True	False	False
1225	v_SWI5	18463633	31	1	1	True	True	True	True	True	True	True	True
1226	v_YHP1	18463633	31	2	7	True	True	True	True	True	True	False	True
1227	v_YOX1	18463633	31	2	1	True	True	True	True	True	True	False	False
1228	v_AKT	24970389	33	5	715827882	True	True	True	True	True	True	False	False
1229	v_CyclinB1	24970389	33	4	10922	True	True	True	True	True	True	False	False
1230	v_CyclinD1	24970389	33	5	1288490188	True	True	True	True	True	True	False	False
1231	v_ERBB1	24970389	33	4	2184	True	True	True	True	True	True	False	False
1232	v_ERBB2	24970389	33	5	134252544	True	True	True	True	True	True	False	False
1233	v_ERBB3	24970389	33	6	614741351426686976	True	True	True	True	True	True	False	False
1234	v_ERK1_2	24970389	33	2	7	True	True	True	True	True	True	False	True
1235	v_FoxO1_3a	24970389	33	2	4	True	True	True	True	True	True	False	True
1236	v_GSK3a_b	24970389	33	3	127	True	True	True	True	True	True	False	True
1237	v_PRAS	24970389	33	2	4	True	True	True	True	True	True	False	True
1238	v_PTEN	24970389	33	2	4	True	True	True	True	True	True	False	True
1239	v_RB	24970389	33	3	76	True	True	True	True	True	True	False	False
1240	v_RPS6	24970389	33	2	7	True	True	True	True	True	True	False	True
1241	v_TSC2	24970389	33	4	8192	True	True	True	True	True	True	False	True
1242	v_cJUN	24970389	33	2	4	True	True	True	True	True	True	False	True
1243	v_cRAF	24970389	33	4	19660	True	True	True	True	True	True	False	False
1244	v_p38	24970389	33	2	7	True	True	True	True	True	True	False	True
1245	v_p53	24970389	33	6	9223372036854775807	True	True	True	True	True	True	False	True
1246	v_p70S6K	24970389	33	5	536911872	True	True	True	True	True	True	False	False
1247	v_AKT	24970389	34	6	3074457345618258602	True	True	True	True	True	True	False	False
1248	v_CyclinB1	24970389	34	2	2	True	True	True	True	True	True	False	True
1249	v_CyclinD1	24970389	34	5	2147483647	True	True	True	True	True	True	False	True
1250	v_ERBB1	24970389	34	6	614891469123651720	True	True	True	True	True	True	False	False
1251	v_ERBB2	24970389	34	5	134252544	True	True	True	True	True	True	False	False
1252	v_ERBB3	24970389	34	5	143165576	True	True	True	True	True	True	False	False
1253	v_ERK1_2	24970389	34	3	127	True	True	True	True	True	True	False	True
1254	v_FOXO1_3a	24970389	34	2	4	True	True	True	True	True	True	False	True
1255	v_GSKa_b	24970389	34	2	7	True	True	True	True	True	True	False	True
1256	v_PRAS	24970389	34	3	112	True	True	True	True	True	True	False	False
1257	v_PTEN	24970389	34	3	112	True	True	True	True	True	True	False	False
1258	v_RB	24970389	34	3	112	True	True	True	True	True	True	False	False
1259	v_RPS6	24970389	34	2	7	True	True	True	True	True	True	False	True
1260	v_TSC2	24970389	34	5	1879048192	True	True	True	True	True	True	False	False
1261	v_cJUN	24970389	34	2	4	True	True	True	True	True	True	False	True
1262	v_cRAF	24970389	34	4	19660	True	True	True	True	True	True	False	False
1263	v_p38	24970389	34	2	7	True	True	True	True	True	True	False	True
1264	v_p53	24970389	34	4	32767	True	True	True	True	True	True	False	True
1265	v_p70S6K	24970389	34	4	19456	True	True	True	True	True	True	False	False
1266	v_AKT	24970389	35	4	32767	True	True	True	True	True	True	False	True
1267	v_ERBB1	24970389	35	5	547397792	True	True	True	True	True	True	False	False
1268	v_ERBB2	24970389	35	6	576610288166537216	True	True	True	True	True	True	False	False
1269	v_ERBB3	24970389	35	4	8352	True	True	True	True	True	True	False	False
1270	v_ERK1_2	24970389	35	4	32767	True	True	True	True	True	True	False	True
1271	v_MEK1_2	24970389	35	4	32767	True	True	True	True	True	True	False	True
1272	v_PDK1	24970389	35	5	2147483647	True	True	True	True	True	True	False	True
1273	v_PKCa	24970389	35	2	7	True	True	True	True	True	True	False	True
1274	v_PLCg	24970389	35	5	2147483647	True	True	True	True	True	True	False	True
1275	v_mTOR	24970389	35	3	127	True	True	True	True	True	True	False	True
1276	v_p70S6K	24970389	35	4	32767	True	True	True	True	True	True	False	True
1277	v_AKT	24970389	36	5	2147483647	True	True	True	True	True	True	False	True
1278	v_ERBB1	24970389	36	5	547397792	True	True	True	True	True	True	False	False
1279	v_ERBB2	24970389	36	6	36170086419038336	True	True	True	True	True	True	False	False
1280	v_ERBB3	24970389	36	5	547397792	True	True	True	True	True	True	False	False
1281	v_ERK1_2	24970389	36	2	7	True	True	True	True	True	True	False	True
1282	v_MEK1_2	24970389	36	5	2147483647	True	True	True	True	True	True	False	True
1283	v_PDK1	24970389	36	4	32767	True	True	True	True	True	True	False	True
1284	v_PKCa	24970389	36	3	127	True	True	True	True	True	True	False	True
1285	v_PLCg	24970389	36	4	32767	True	True	True	True	True	True	False	True
1286	v_mTOR	24970389	36	2	7	True	True	True	True	True	True	False	True
1287	v_p70S6K	24970389	36	5	2147483647	True	True	True	True	True	True	False	True
1288	v_AKT	24970389	37	4	32767	True	True	True	True	True	True	False	True
1289	v_ERBB1	24970389	37	5	547397792	True	True	True	True	True	True	False	False
1290	v_ERBB2	24970389	37	4	128	True	True	True	True	True	True	False	True
1291	v_ERBB3	24970389	37	4	10752	True	True	True	True	True	True	False	False
1292	v_ERK1_2	24970389	37	4	32767	True	True	True	True	True	True	False	True
1293	v_MEK1_2	24970389	37	4	32767	True	True	True	True	True	True	False	True
1294	v_PDK1	24970389	37	4	32767	True	True	True	True	True	True	False	True
1295	v_PKCa	24970389	37	2	7	True	True	True	True	True	True	False	True
1296	v_PLCg	24970389	37	4	32767	True	True	True	True	True	True	False	True
1297	v_mTOR	24970389	37	2	7	True	True	True	True	True	True	False	True
1298	v_p70S6K	24970389	37	4	32767	True	True	True	True	True	True	False	True
1299	v_AKT	24970389	38	7	102084710012899009042358307410226970624	True	True	True	True	True	True	False	False
1300	v_BAX	24970389	38	2	7	True	True	True	True	True	True	False	True
1301	v_CyclinB1	24970389	38	3	76	True	True	True	True	True	True	False	False
1302	v_CyclinD1	24970389	38	6	8138269444283625712	True	True	True	True	True	True	False	False
1303	v_ERBB1	24970389	38	4	10752	True	True	True	True	True	True	False	False
1304	v_ERBB2	24970389	38	6	576610288166537216	True	True	True	True	True	True	False	False
1305	v_ERBB3	24970389	38	5	143130624	True	True	True	True	True	True	False	False
1306	v_ERK1_2	24970389	38	4	32767	True	True	True	True	True	True	False	True
1307	v_FoxO1_3a	24970389	38	2	2	True	True	True	True	True	True	False	True
1308	v_GSKa_b	24970389	38	2	7	True	True	True	True	True	True	False	True
1309	v_Nfkb	24970389	38	3	127	True	True	True	True	True	True	False	True
1310	v_PRAS	24970389	38	3	112	True	True	True	True	True	True	False	False
1311	v_PTEN	24970389	38	3	112	True	True	True	True	True	True	False	False
1312	v_RB	24970389	38	5	143130624	True	True	True	True	True	True	False	False
1313	v_RPS6	24970389	38	2	7	True	True	True	True	True	True	False	True
1314	v_TSC2	24970389	38	5	1086324736	True	True	True	True	True	True	False	False
1315	v_cJUN	24970389	38	2	2	True	True	True	True	True	True	False	True
1316	v_cRAF	24970389	38	6	3026605869421865472	True	True	True	True	True	True	False	False
1317	v_p38	24970389	38	2	7	True	True	True	True	True	True	False	True
1318	v_p53	24970389	38	4	32767	True	True	True	True	True	True	False	True
1319	v_p70S6K	24970389	38	5	1086374080	True	True	True	True	True	True	False	False
1320	v_ABL	25431332	39	2	7	True	True	True	True	True	True	False	True
1321	v_AC	25431332	39	1	1	True	True	True	True	True	True	True	True
1322	v_AKT	25431332	39	2	7	True	True	True	True	True	True	False	True
1323	v_API	25431332	39	2	1	True	True	True	True	True	True	False	False
1324	v_BCL2L1	25431332	39	1	2	True	True	True	True	True	True	True	False
1325	v_B_arrestin	25431332	39	1	1	True	True	True	True	True	True	True	True
1326	v_CARMA1BCL10MALT1	25431332	39	1	1	True	True	True	True	True	True	True	True
1327	v_CBL	25431332	39	2	7	True	True	True	True	True	True	False	True
1328	v_CBLB	25431332	39	4	14335	True	True	True	True	True	True	False	False
1329	v_CCR5_CXCR4	25431332	39	3	127	True	True	True	True	True	True	False	True
1330	v_CD28	25431332	39	3	128	True	True	True	True	True	True	False	False
1331	v_CD4	25431332	39	2	7	True	True	True	True	True	True	False	True
1332	v_CDC42	25431332	39	2	7	True	True	True	True	True	True	False	True
1333	v_CDKN1A_p21	25431332	39	3	127	True	True	True	True	True	True	False	True
1334	v_CREB	25431332	39	1	1	True	True	True	True	True	True	True	True
1335	v_CRK	25431332	39	1	1	True	True	True	True	True	True	True	True
1336	v_CSK	25431332	39	1	1	True	True	True	True	True	True	True	True
1337	v_CTLA4	25431332	39	1	1	True	True	True	True	True	True	True	True
1338	v_CTNNB1_bcat	25431332	39	2	8	True	True	True	True	True	True	False	False
1339	v_CYC1	25431332	39	1	2	True	True	True	True	True	True	True	False
1340	v_Ca2	25431332	39	1	1	True	True	True	True	True	True	True	True
1341	v_CaN	25431332	39	1	1	True	True	True	True	True	True	True	True
1342	v_Cam	25431332	39	1	1	True	True	True	True	True	True	True	True
1343	v_Ccblp	25431332	39	1	1	True	True	True	True	True	True	True	True
1344	v_DAG	25431332	39	3	21	True	True	True	True	True	True	False	False
1345	v_DGK	25431332	39	1	1	True	True	True	True	True	True	True	True
1346	v_DNA	25431332	39	3	127	True	True	True	True	True	True	False	True
1347	v_DOCK2_CRK_ELMO1	25431332	39	2	7	True	True	True	True	True	True	False	True
1348	v_FOS	25431332	39	1	1	True	True	True	True	True	True	True	True
1349	v_FOXO3	25431332	39	1	2	True	True	True	True	True	True	True	False
1350	v_FYN	25431332	39	4	14143	True	True	True	True	True	True	False	False
1351	v_GAB2	25431332	39	4	273	True	True	True	True	True	True	False	False
1352	v_GRAP2_GADS	25431332	39	2	7	True	True	True	True	True	True	False	True
1353	v_GRB2	25431332	39	3	127	True	True	True	True	True	True	False	True
1354	v_GRK	25431332	39	1	1	True	True	True	True	True	True	True	True
1355	v_GSK3	25431332	39	1	2	True	True	True	True	True	True	True	False
1356	v_Gai	25431332	39	1	1	True	True	True	True	True	True	True	True
1357	v_GaiGby	25431332	39	3	2	True	True	True	True	True	True	False	False
1358	v_Gby	25431332	39	1	1	True	True	True	True	True	True	True	True
1359	v_IKB	25431332	39	3	55	True	True	True	True	True	True	False	False
1360	v_IP3	25431332	39	4	22391	True	True	True	True	True	True	False	False
1361	v_ITK	25431332	39	5	50529111	True	True	True	False	False	False	False	False
1362	v_Ikkb_Ikky_Ikka	25431332	39	4	8191	True	True	True	True	True	True	False	False
1363	v_JAK3	25431332	39	1	1	True	True	True	True	True	True	True	True
1364	v_JUN	25431332	39	1	1	True	True	True	True	True	True	True	True
1365	v_LAT	25431332	39	3	31	True	True	True	True	True	True	False	False
1366	v_LCK	25431332	39	7	114313607584890313387848954513744461823	True	True	True	True	True	True	False	False
1367	v_LCP2_SLP76	25431332	39	4	4383	True	True	True	False	False	False	False	False
1368	v_MAP2K1_2_MEK1_2	25431332	39	1	1	True	True	True	True	True	True	True	True
1369	v_MAP2K4_Mkk4	25431332	39	3	127	True	True	True	True	True	True	False	True
1370	v_MAP2K7_MKK7	25431332	39	1	1	True	True	True	True	True	True	True	True
1371	v_MAP3K14_NIK	25431332	39	2	7	True	True	True	True	True	True	False	True
1372	v_MAP3K1_Mekk1	25431332	39	3	127	True	True	True	True	True	True	False	True
1373	v_MAP3K1_Mlk3	25431332	39	3	127	True	True	True	True	True	True	False	True
1374	v_MAP3K7_TAK1	25431332	39	3	127	True	True	True	True	True	True	False	True
1375	v_MAP3K8_COT	25431332	39	1	1	True	True	True	True	True	True	True	True
1376	v_MAP4K1_Hpk1	25431332	39	4	8191	True	True	True	True	True	True	False	False
1377	v_MAPK14_p38	25431332	39	2	7	True	True	True	True	True	True	False	True
1378	v_MAPK1_3_Erk	25431332	39	2	7	True	True	True	True	True	True	False	True
1379	v_MAPK8_JNK	25431332	39	3	127	True	True	True	True	True	True	False	True
1380	v_NCF1	25431332	39	1	1	True	True	True	True	True	True	True	True
1381	v_NCK	25431332	39	1	1	True	True	True	True	True	True	True	True
1382	v_NFAT	25431332	39	2	7	True	True	True	True	True	True	False	True
1383	v_NFKB	25431332	39	3	7	True	True	True	True	True	True	False	False
1384	v_NOX4	25431332	39	1	1	True	True	True	True	True	True	True	True
1385	v_PAG	25431332	39	2	7	True	True	True	True	True	True	False	True
1386	v_PAK	25431332	39	4	24447	True	True	True	True	True	True	False	False
1387	v_PDPK1	25431332	39	1	1	True	True	True	True	True	True	True	True
1388	v_PIP2	25431332	39	2	1	True	True	True	True	True	True	False	False
1389	v_PIP3	25431332	39	2	1	True	True	True	True	True	True	False	False
1390	v_PKA	25431332	39	1	1	True	True	True	True	True	True	True	True
1391	v_PKCB_D	25431332	39	5	858994551	True	True	True	True	True	True	False	False
1392	v_PKCth	25431332	39	6	3689353508282171391	True	True	True	True	True	True	False	False
1393	v_PLCB	25431332	39	2	7	True	True	True	True	True	True	False	True
1394	v_PLCy1	25431332	39	4	22527	True	True	True	True	True	True	False	False
1395	v_PPP2R4_PP2A	25431332	39	1	1	True	True	True	True	True	True	True	True
1396	v_PRKCZ	25431332	39	2	7	True	True	True	True	True	True	False	True
1397	v_PRKCZPar3Tiam1	25431332	39	1	1	True	True	True	True	True	True	True	True
1398	v_PTEN	25431332	39	3	127	True	True	True	True	True	True	False	True
1399	v_PTK2	25431332	39	4	14335	True	True	True	True	True	True	False	False
1400	v_PTK2B_Pyk2	25431332	39	2	7	True	True	True	True	True	True	False	True
1401	v_PTPN11_SHP2	25431332	39	3	127	True	True	True	True	True	True	False	True
1402	v_PTPN6_SHP1	25431332	39	3	127	True	True	True	True	True	True	False	True
1403	v_PXN	25431332	39	2	7	True	True	True	True	True	True	False	True
1404	v_P_REX1	25431332	39	2	1	True	True	True	True	True	True	False	False
1405	v_RAC	25431332	39	4	32767	True	True	True	True	True	True	False	True
1406	v_RAF	25431332	39	5	2004318079	True	True	True	True	True	True	False	False
1407	v_RAP	25431332	39	1	1	True	True	True	True	True	True	True	True
1408	v_RAS	25431332	39	5	1431786847	True	True	True	True	True	True	False	False
1409	v_RASGRP1	25431332	39	2	1	True	True	True	True	True	True	False	False
1410	v_RASGRP2	25431332	39	3	19	True	True	True	True	True	True	False	False
1411	v_RHOA	25431332	39	1	1	True	True	True	True	True	True	True	True
1412	v_ROCK	25431332	39	1	1	True	True	True	True	True	True	True	True
1413	v_RPS6KA1_RSK	25431332	39	1	1	True	True	True	True	True	True	True	True
1414	v_Rik	25431332	39	2	1	True	True	True	True	True	True	False	False
1415	v_SH3BP2	25431332	39	2	1	True	True	True	True	True	True	False	False
1416	v_SHC	25431332	39	3	127	True	True	True	True	True	True	False	True
1417	v_SIT1	25431332	39	2	7	True	True	True	True	True	True	False	True
1418	v_SOS	25431332	39	2	7	True	True	True	True	True	True	False	True
1419	v_STAT	25431332	39	2	7	True	True	True	True	True	True	False	True
1420	v_Src	25431332	39	2	7	True	True	True	True	True	True	False	True
1421	v_Sre	25431332	39	2	7	True	True	True	True	True	True	False	True
1422	v_TCR	25431332	39	4	8191	True	True	True	True	True	True	False	False
1423	v_VAV1	25431332	39	6	6872351741438820351	True	True	True	False	False	False	False	False
1424	v_VAV3	25431332	39	4	22527	True	True	True	True	True	True	False	False
1425	v_WASP	25431332	39	3	1	True	True	True	True	True	True	False	False
1426	v_ZAP70	25431332	39	4	4383	True	True	True	False	False	False	False	False
1427	v_cAMP	25431332	39	2	7	True	True	True	True	True	True	False	True
1428	v_capsid	25431332	39	2	7	True	True	True	True	True	True	False	True
1429	v_gp120	25431332	39	3	127	True	True	True	True	True	True	False	True
1430	v_gp160	25431332	39	1	2	True	True	True	True	True	True	True	False
1431	v_in	25431332	39	1	2	True	True	True	True	True	True	True	False
1432	v_matrix	25431332	39	6	9223372036854775807	True	True	True	True	True	True	False	True
1433	v_nef	25431332	39	2	7	True	True	True	True	True	True	False	True
1434	v_nucleocapsid	25431332	39	1	1	True	True	True	True	True	True	True	True
1435	v_p6	25431332	39	1	1	True	True	True	True	True	True	True	True
1436	v_protease	25431332	39	3	128	True	True	True	True	True	True	False	False
1437	v_rev	25431332	39	1	1	True	True	True	True	True	True	True	True
1438	v_rt	25431332	39	6	9223372036854775807	True	True	True	True	True	True	False	True
1439	v_tat	25431332	39	4	32767	True	True	True	True	True	True	False	True
1440	v_vif	25431332	39	1	1	True	True	True	True	True	True	True	True
1441	v_vpr	25431332	39	1	1	True	True	True	True	True	True	True	True
1442	v_GATA3	16542429	40	3	42	True	True	True	True	True	True	False	False
1443	v_IFNbR	16542429	40	1	1	True	True	True	True	True	True	True	True
1444	v_IFNg	16542429	40	5	1894838512	True	True	True	True	True	True	False	False
1445	v_IFNgR	16542429	40	1	1	True	True	True	True	True	True	True	True
1446	v_IL10	16542429	40	1	1	True	True	True	True	True	True	True	True
1447	v_IL10R	16542429	40	1	1	True	True	True	True	True	True	True	True
1448	v_IL12R	16542429	40	1	1	True	True	True	True	True	True	True	True
1449	v_IL18R	16542429	40	2	4	True	True	True	True	True	True	False	True
1450	v_IL4	16542429	40	2	2	True	True	True	True	True	True	False	True
1451	v_IL4R	16542429	40	2	2	True	True	True	True	True	True	False	True
1452	v_IRAK	16542429	40	1	1	True	True	True	True	True	True	True	True
1453	v_JAK1	16542429	40	2	2	True	True	True	True	True	True	False	True
1454	v_NFAT	16542429	40	1	1	True	True	True	True	True	True	True	True
1455	v_SOCS1	16542429	40	2	7	True	True	True	True	True	True	False	True
1456	v_STAT1	16542429	40	2	7	True	True	True	True	True	True	False	True
1457	v_STAT3	16542429	40	1	1	True	True	True	True	True	True	True	True
1458	v_STAT4	16542429	40	2	4	True	True	True	True	True	True	False	True
1459	v_STAT6	16542429	40	1	1	True	True	True	True	True	True	True	True
1460	v_Tbet	16542429	40	3	112	True	True	True	True	True	True	False	False
1461	v_Crc	23171249	42	2	4	True	True	True	True	True	True	False	True
1462	v_IHF	23171249	42	1	1	True	True	True	True	True	True	True	True
1463	v_Meta	23171249	42	9	17403738806818873735091600354311439414305857124868865291983533290400722377772511939543510832510825438524472097355413281608769200444266413353602247557120	True	True	True	False	False	False	False	False
1464	v_PprA	23171249	42	1	1	True	True	True	True	True	True	True	True
1465	v_ProX	23171249	42	2	4	True	True	True	True	True	True	False	True
1466	v_PtsN	23171249	42	2	4	True	True	True	True	True	True	False	True
1467	v_RpoH	23171249	42	1	1	True	True	True	True	True	True	True	True
1468	v_RpoS	23171249	42	1	1	True	True	True	True	True	True	True	True
1469	v_TurA	23171249	42	1	1	True	True	True	True	True	True	True	True
1470	v_Upper	23171249	42	8	24519928653854221733733552434404946937899825954937634816	True	True	True	True	True	True	False	False
1471	v_XylR	23171249	42	3	64	True	True	True	True	True	True	False	True
1472	v_XylS	23171249	42	1	1	True	True	True	True	True	True	True	True
1473	v_XylSh	23171249	42	6	281474976710656	True	True	True	True	True	True	False	False
1474	v_AP	22253585	43	6	4294971665	True	True	True	True	True	True	False	False
1475	v_AgAb	22253585	43	3	21	True	True	True	True	True	True	False	False
1476	v_BC	22253585	43	2	7	True	True	True	True	True	True	False	True
1477	v_Bb	22253585	43	2	2	True	True	True	True	True	True	False	True
1478	v_C	22253585	43	4	8751	True	True	True	False	False	False	False	False
1479	v_DCI	22253585	43	3	19	True	True	True	True	True	True	False	False
1480	v_DCII	22253585	43	1	1	True	True	True	True	True	True	True	True
1481	v_DP	22253585	43	2	1	True	True	True	True	True	True	False	False
1482	v_EC	22253585	43	1	1	True	True	True	True	True	True	True	True
1483	v_IFNgI	22253585	43	5	1882255600	True	True	True	True	True	True	False	False
1484	v_IFNgII	22253585	43	1	1	True	True	True	True	True	True	True	True
1485	v_IL10I	22253585	43	4	24447	True	True	True	True	True	True	False	False
1486	v_IL10II	22253585	43	1	1	True	True	True	True	True	True	True	True
1487	v_IL12I	22253585	43	3	4	True	True	True	True	True	True	False	False
1488	v_IL12II	22253585	43	3	4	True	True	True	True	True	True	False	False
1489	v_IL4I	22253585	43	1	1	True	True	True	True	True	True	True	True
1490	v_IL4II	22253585	43	5	1342205952	True	True	True	True	True	True	False	False
1491	v_IgA	22253585	43	3	21	True	True	True	True	True	True	False	False
1492	v_IgG	22253585	43	2	7	True	True	True	True	True	True	False	True
1493	v_MPI	22253585	43	3	19	True	True	True	True	True	True	False	False
1494	v_NE	22253585	43	1	1	True	True	True	True	True	True	True	True
1495	v_Oag	22253585	43	1	1	True	True	True	True	True	True	True	True
1496	v_PH	22253585	43	2	1	True	True	True	True	True	True	False	False
1497	v_PIC	22253585	43	4	19660	True	True	True	True	True	True	False	False
1498	v_T0	22253585	43	1	1	True	True	True	True	True	True	True	True
1499	v_TTSSI	22253585	43	3	64	True	True	True	True	True	True	False	True
1500	v_TTSSII	22253585	43	1	1	True	True	True	True	True	True	True	True
1501	v_Th1I	22253585	43	1	1	True	True	True	True	True	True	True	True
1502	v_Th1II	22253585	43	3	1	True	True	True	True	True	True	False	False
1503	v_Th2I	22253585	43	1	1	True	True	True	True	True	True	True	True
1504	v_Th2II	22253585	43	3	2	True	True	True	True	True	True	False	False
1505	v_TrI	22253585	43	1	1	True	True	True	True	True	True	True	True
1506	v_TrII	22253585	43	2	1	True	True	True	True	True	True	False	False
1507	v_AD	22253585	44	4	24396	True	True	True	False	False	False	False	False
1508	v_BC	22253585	44	2	7	True	True	True	True	True	True	False	True
1509	v_DCI	22253585	44	1	1	True	True	True	True	True	True	True	True
1510	v_DCII	22253585	44	1	1	True	True	True	True	True	True	True	True
1511	v_EC	22253585	44	2	7	True	True	True	True	True	True	False	True
1512	v_EL	22253585	44	2	2	True	True	True	True	True	True	False	True
1513	v_EL2	22253585	44	3	19	True	True	True	True	True	True	False	False
1514	v_IFNgI	22253585	44	2	7	True	True	True	True	True	True	False	True
1515	v_IL10I	22253585	44	1	1	True	True	True	True	True	True	True	True
1516	v_IL12II	22253585	44	3	2	True	True	True	True	True	True	False	False
1517	v_IL13	22253585	44	4	30591	True	True	True	True	True	True	False	False
1518	v_IL4I	22253585	44	1	1	True	True	True	True	True	True	True	True
1519	v_IL4II	22253585	44	5	1358917887	True	True	True	True	True	True	False	False
1520	v_IL5	22253585	44	2	7	True	True	True	True	True	True	False	True
1521	v_IgA	22253585	44	2	1	True	True	True	True	True	True	False	False
1522	v_IgE	22253585	44	3	7	True	True	True	True	True	True	False	False
1523	v_IgG	22253585	44	1	1	True	True	True	True	True	True	True	True
1524	v_NE	22253585	44	5	12599488	True	True	True	True	True	True	False	False
1525	v_PIC	22253585	44	3	32	True	True	True	True	True	True	False	True
1526	v_T0	22253585	44	1	1	True	True	True	True	True	True	True	True
1527	v_TEL	22253585	44	2	7	True	True	True	True	True	True	False	True
1528	v_Th1I	22253585	44	1	1	True	True	True	True	True	True	True	True
1529	v_Th1II	22253585	44	3	1	True	True	True	True	True	True	False	False
1530	v_Th2I	22253585	44	1	1	True	True	True	True	True	True	True	True
1531	v_Th2II	22253585	44	3	4	True	True	True	True	True	True	False	False
1532	v_Ci_act	23868318	45	6	18446744073709546154	True	True	True	True	True	True	False	False
1533	v_Ci_rep	23868318	45	6	1	True	True	True	True	True	True	False	False
1534	v_Cos	23868318	45	2	14	True	True	True	True	True	True	False	False
1535	v_Dally	23868318	45	1	1	True	True	True	True	True	True	True	True
1536	v_Dlp	23868318	45	1	1	True	True	True	True	True	True	True	True
1537	v_Fu	23868318	45	1	1	True	True	True	True	True	True	True	True
1538	v_Hh	23868318	45	8	1	True	True	True	True	True	True	False	False
1539	v_Ptc	23868318	45	1	2	True	True	True	True	True	True	True	False
1540	v_Smo	23868318	45	3	50	True	True	True	True	True	True	False	True
1541	v_SuFu	23868318	45	1	2	True	True	True	True	True	True	True	False
1542	v_Targets	23868318	45	2	2	True	True	True	True	True	True	False	True
1543	v_AD	22253585	46	5	33563136	True	True	True	True	True	True	False	False
1544	v_AP	22253585	46	6	4294968581	True	True	True	True	True	True	False	False
1545	v_AgAb_Bacterium	22253585	46	3	19	True	True	True	True	True	True	False	False
1546	v_BC_Bacterium	22253585	46	2	7	True	True	True	True	True	True	False	True
1547	v_BC_TRetortaeformis	22253585	46	2	7	True	True	True	True	True	True	False	True
1548	v_Bb	22253585	46	2	4	True	True	True	True	True	True	False	True
1549	v_Cb	22253585	46	4	14085	True	True	True	False	False	False	False	False
1550	v_DCII_Bacterium	22253585	46	1	1	True	True	True	True	True	True	True	True
1551	v_DCII_TRetortaeformis	22253585	46	1	1	True	True	True	True	True	True	True	True
1552	v_DCI_Bacterium	22253585	46	3	21	True	True	True	True	True	True	False	False
1553	v_DCI_TRetortaeformis	22253585	46	1	1	True	True	True	True	True	True	True	True
1554	v_DP	22253585	46	2	1	True	True	True	True	True	True	False	False
1555	v_EC_Bacterium	22253585	46	1	1	True	True	True	True	True	True	True	True
1556	v_EC_TRetortaeformis	22253585	46	2	7	True	True	True	True	True	True	False	True
1557	v_EL	22253585	46	2	2	True	True	True	True	True	True	False	True
1558	v_EL2	22253585	46	3	7	True	True	True	True	True	True	False	False
1559	v_IFNgI	22253585	46	3	127	True	True	True	True	True	True	False	True
