network_number	fro	to	sign
2925	10	12	i
2926	8	1	i
2926	1	2	i
2926	2	2	i
2926	9	2	i
2926	6	2	i
2926	10	2	i
2926	8	3	a
2926	6	3	i
2926	9	4	i
2926	4	4	i
2926	4	5	i
2926	12	5	i
2926	8	5	i
2926	11	5	i
2926	11	6	i
2926	8	6	i
2926	1	6	i
2926	12	6	i
2926	10	7	i
2926	1	7	i
2926	6	7	i
2926	7	7	i
2926	11	7	a
2926	8	8	a
2926	4	9	i
2926	3	9	i
2926	5	9	i
2926	2	9	a
2926	9	10	i
2926	12	10	a
2926	2	10	i
2926	6	10	i
2926	3	10	i
2926	3	11	i
2926	10	11	i
2926	9	11	i
2926	11	12	i
2926	10	12	i
2926	5	12	a
2926	8	12	i
2927	11	1	i
2927	5	1	a
2927	9	1	a
2927	6	1	i
2927	3	2	i
2927	8	2	i
2927	12	3	i
2927	10	4	a
2927	4	5	i
2927	6	5	a
2927	1	5	i
2927	8	5	i
2927	10	6	a
2927	5	6	i
2927	2	7	a
2927	7	8	i
2927	10	9	a
2927	2	9	i
2927	9	9	i
2927	3	9	i
2927	8	10	i
2927	3	10	a
2927	6	11	i
2927	5	11	i
2927	7	12	i
2927	12	12	a
2927	5	12	a
2927	6	12	i
2928	11	1	a
2928	5	2	a
2928	12	2	a
2928	8	3	a
2928	7	3	a
2928	8	4	a
2928	5	5	a
2928	11	5	a
2928	10	5	a
2928	9	5	a
2928	7	5	i
2928	8	5	a
2928	6	6	a
2928	3	6	a
2928	6	7	a
2928	9	7	a
2928	10	7	a
2928	4	8	a
2928	8	8	i
2928	12	8	a
2928	6	8	a
2928	9	9	a
2928	10	10	a
2928	7	10	a
2928	2	10	a
2928	2	11	a
2928	11	11	a
2928	5	11	a
2928	1	11	a
2928	9	11	a
2928	7	11	a
2928	4	11	a
2928	6	12	a
2928	10	12	a
2929	10	1	a
2929	6	2	a
2929	8	3	a
2929	11	3	a
2929	7	3	i
2929	5	3	a
2929	9	3	a
2929	10	3	i
2929	10	4	a
2929	11	4	a
2929	2	4	i
2929	4	4	a
2929	1	4	a
2929	11	5	i
2929	10	5	a
2929	3	5	a
2929	10	6	i
2929	12	6	a
2929	10	7	a
2929	12	7	a
2929	3	7	a
2929	11	7	a
2929	4	7	i
2929	9	7	a
2929	10	8	a
2929	7	8	a
2929	12	8	a
2929	8	8	a
2929	3	8	a
2929	6	8	a
2929	4	9	a
2929	1	10	a
2929	5	10	a
2929	4	10	a
2929	7	11	a
2929	9	11	a
2929	3	11	a
2929	6	11	a
2929	4	12	a
2929	3	12	a
2929	8	12	i
2930	4	1	i
2930	3	1	a
2930	1	1	i
2930	12	2	i
2930	1	2	i
2930	1	3	i
2930	7	3	i
2930	6	3	i
2930	8	4	a
2930	5	4	i
2930	4	5	i
2930	7	5	i
2930	8	5	i
2930	7	6	i
2930	12	6	i
2930	6	6	a
2930	10	6	i
2930	9	6	i
2930	8	7	i
2930	12	7	i
2930	5	7	a
2930	2	7	i
2930	5	8	i
2930	8	9	i
2930	11	9	i
2930	10	9	i
2930	3	9	i
2930	9	9	a
2930	12	10	i
2930	6	10	i
2930	12	11	i
2930	11	11	i
2930	2	11	i
2930	8	11	a
2930	9	11	a
2930	4	12	i
2931	12	1	i
2931	6	1	i
2931	2	1	i
2931	11	1	i
2931	4	2	i
2931	5	3	a
2931	1	3	i
2931	11	4	i
2931	2	4	i
2931	9	4	i
2931	10	5	i
2931	9	6	i
2931	8	7	i
2931	9	8	i
2931	4	8	i
2931	12	8	i
2931	5	8	i
2931	2	8	i
2931	9	9	i
2931	4	9	i
2931	6	9	i
2931	2	9	i
2931	3	9	i
2931	1	9	a
2931	9	10	i
2931	6	10	i
2931	1	11	i
2931	11	12	i
2931	8	12	i
2932	1	1	a
2932	3	1	a
2932	12	2	i
2932	3	3	a
2932	2	3	i
2932	9	4	a
2932	5	4	a
2932	8	4	a
2932	11	4	i
2932	4	4	a
2932	6	4	a
2932	2	5	a
2932	1	6	a
2932	8	6	a
2932	9	6	a
2932	3	7	a
2932	11	7	a
2932	6	7	a
2932	4	7	a
2932	10	7	a
2932	7	8	a
2932	6	8	a
2932	2	9	a
2932	5	9	a
2932	12	9	a
2932	9	9	i
2932	8	10	i
2932	9	10	a
2932	1	10	a
2932	10	10	a
2932	11	10	a
2932	6	11	a
2932	2	11	a
2932	5	11	i
2932	12	12	a
2932	6	12	a
2933	7	1	a
2933	12	1	a
2933	8	1	a
2933	5	1	a
2933	1	2	a
2933	11	2	a
2933	10	2	i
2933	12	2	i
2933	5	2	i
2933	3	2	a
2933	2	3	a
2933	1	3	a
2933	4	3	a
2933	8	3	a
2933	9	4	i
2933	4	4	a
2933	3	5	i
2933	1	5	i
2933	8	6	a
2933	10	6	a
2933	12	7	i
2933	11	7	a
2933	10	8	a
2933	2	8	a
2933	11	8	a
2933	3	8	a
2933	5	8	a
2933	11	9	a
2933	4	10	a
2933	2	10	a
2933	8	10	a
2933	4	11	a
2933	10	11	i
2933	5	11	a
2933	4	12	a
2933	9	12	a
2934	1	1	i
2934	10	1	i
2934	2	1	i
2934	11	2	i
2934	1	2	i
2934	12	2	i
2934	6	2	i
2934	4	3	i
2934	1	3	i
2934	2	3	i
2934	3	3	i
2934	6	4	i
2934	2	4	i
2934	5	5	i
2934	2	5	i
2934	1	5	i
2934	12	6	i
2934	11	6	i
2934	2	6	i
2934	6	7	i
2934	10	7	i
2934	11	7	i
2934	2	8	i
2934	7	8	i
2934	11	8	i
2934	10	8	i
2934	4	8	i
2934	7	9	i
2934	4	9	i
2934	2	9	i
2934	4	10	i
2934	6	10	i
2934	10	10	i
2934	1	11	i
2934	9	11	i
2934	10	11	i
2934	6	11	i
2934	12	12	i
2934	11	12	i
2935	8	1	a
2935	10	1	a
2935	12	1	a
2935	1	2	a
2935	5	2	a
2935	8	3	a
2935	1	3	a
2935	6	4	a
2935	3	4	i
2935	7	4	a
2935	11	4	a
2935	12	5	a
2935	1	5	a
2935	5	5	a
2935	4	5	a
2935	6	6	a
2935	7	6	a
2935	3	6	a
2935	9	6	a
2935	2	7	i
2935	1	7	a
2935	4	7	a
2935	7	7	a
2935	9	7	i
2935	5	8	a
2935	9	8	a
2935	7	8	a
2935	2	8	a
2935	7	9	a
2935	11	10	a
2935	10	10	a
2935	3	11	a
2935	5	11	a
2935	11	11	a
2935	1	12	i
2936	6	1	i
2936	11	1	i
2936	2	1	i
2936	10	1	a
2936	5	2	i
2936	5	3	a
2936	3	3	i
2936	4	3	i
2936	7	3	i
2936	11	3	i
2936	1	4	i
2936	5	5	i
2936	10	5	i
2936	2	5	i
2936	1	5	i
2936	5	6	i
2936	10	7	i
2936	7	8	i
2936	3	9	i
2936	6	9	i
2936	12	9	i
2936	9	9	i
2936	12	10	i
2936	2	10	i
2936	4	10	i
2936	6	10	i
2936	7	10	i
2936	1	10	i
2936	11	11	a
2936	4	12	a
2936	10	12	a
2936	2	12	i
2936	7	12	i
2937	6	1	i
2937	12	1	a
2937	2	1	i
2937	5	1	a
2937	5	2	a
2937	9	2	i
2937	6	2	i
2937	1	2	i
2937	12	3	i
2937	5	4	a
2937	7	4	a
2937	4	4	i
2937	8	4	i
2937	6	4	a
2937	3	4	a
2937	10	5	i
2937	3	5	i
2937	5	6	i
2937	10	7	a
2937	4	7	a
2937	9	7	a
2937	1	7	a
2937	2	7	i
2937	2	8	a
2937	3	8	i
2937	11	8	i
2937	4	8	a
2937	5	8	a
2937	1	8	a
2937	5	9	i
2937	9	9	i
2937	6	9	i
2937	3	10	i
2937	6	11	i
2937	3	12	i
2937	6	12	a
2938	4	1	i
2938	8	1	a
2938	9	1	i
2938	1	2	i
2938	7	2	i
2938	10	3	i
2938	1	4	i
2938	2	4	i
2938	1	5	a
2938	5	5	i
2938	2	5	i
2938	11	6	i
2938	2	6	i
2938	5	6	i
2938	7	6	i
2938	10	6	i
2938	3	6	i
2938	1	7	a
2938	3	7	i
2938	4	7	i
2938	6	8	i
2938	11	8	i
2938	5	8	i
2938	1	9	i
2938	8	10	i
2938	10	10	a
2938	3	10	a
2938	4	10	a
2938	1	11	i
2938	9	11	a
2938	12	11	a
2938	5	11	i
2938	8	11	i
2938	8	12	a
2938	9	12	a
2938	11	12	i
2939	11	1	i
2939	12	1	i
2939	10	1	i
2939	9	1	a
2939	9	2	a
2939	8	2	i
2939	6	3	i
2939	7	3	a
2939	4	3	i
2939	3	4	i
2939	2	4	a
2939	11	4	i
2939	8	4	i
2939	10	4	i
2939	5	4	i
2939	12	4	i
2939	7	5	i
2939	3	5	i
2939	2	6	i
2939	10	7	a
2939	5	7	i
2939	8	8	i
2939	10	8	i
2939	5	8	i
2939	6	8	a
2939	2	9	a
2939	10	9	i
2939	3	9	i
2939	11	9	a
2939	9	10	i
2939	8	10	i
2939	12	10	a
2939	2	10	a
2939	1	10	i
2939	5	11	i
2939	5	12	i
2939	10	12	a
2939	11	12	i
2940	6	1	a
2940	9	1	a
2940	10	1	a
2940	2	1	a
2940	7	2	a
2940	3	2	a
2940	1	2	a
2940	10	2	i
2940	5	2	a
2940	11	2	i
2940	9	3	a
2940	2	3	a
2940	4	4	i
2940	6	4	i
2940	3	4	a
2940	7	4	a
2940	10	4	i
2940	9	5	a
2940	1	6	a
2940	6	6	a
2940	1	7	a
2940	12	8	i
2940	5	8	i
2940	1	8	a
2940	7	9	i
2940	1	9	i
2940	4	9	a
2940	3	9	a
2940	6	9	i
2940	10	10	i
2940	11	10	a
2940	6	10	i
2940	4	10	i
2940	7	10	i
2940	4	11	a
2940	1	12	i
2940	3	12	i
2941	10	1	i
2941	6	2	i
2941	2	2	i
2941	11	2	i
2941	7	3	i
2941	4	3	i
2941	9	4	i
2941	9	5	a
2941	10	5	i
2941	7	5	a
2941	1	5	i
2941	3	5	i
2941	11	5	i
2941	7	6	i
2941	10	7	i
2941	1	7	i
2941	12	7	a
2941	7	7	i
2941	2	7	i
2941	5	8	i
2941	9	8	a
2941	1	8	i
2941	6	9	i
2941	7	9	i
2941	12	9	i
2941	4	10	a
2941	10	10	i
2941	7	10	i
2941	11	10	i
2941	6	10	a
2941	9	10	a
2941	3	10	a
2941	1	11	a
2941	4	11	i
2941	11	12	i
2941	6	12	i
2941	4	12	i
2942	2	1	a
2942	12	1	a
2942	8	1	a
2942	9	1	a
2942	1	1	a
2942	7	1	i
2942	6	1	a
2942	1	2	i
2942	7	2	a
2942	10	2	a
2942	4	2	i
2942	9	3	a
2942	1	3	a
2942	11	3	i
2942	10	3	a
2942	7	3	a
2942	8	4	a
2942	2	4	a
2942	11	5	i
2942	3	5	i
2942	7	5	a
2942	6	5	i
2942	4	5	a
2942	12	5	i
2942	6	6	i
2942	12	6	i
2942	3	7	a
2942	7	7	a
2942	5	8	a
2942	7	8	a
2942	6	8	i
2942	12	9	i
2942	7	9	i
2942	11	9	a
2942	6	9	i
2942	8	10	a
2942	5	10	a
2942	7	10	i
2942	9	11	a
2942	10	11	i
2942	3	11	a
2942	3	12	a
2942	10	12	i
2942	11	12	a
2942	9	12	i
2943	8	1	a
2943	5	1	i
2943	3	1	a
2943	3	2	i
2943	5	2	a
2943	6	2	a
2943	12	2	i
2943	1	3	i
2943	12	3	i
2943	6	3	a
2943	9	3	a
2943	10	3	a
2943	4	4	i
2943	12	4	a
2943	8	5	a
2943	10	5	i
2943	6	6	a
2943	9	6	a
2943	7	6	i
2943	5	6	a
2943	7	7	a
2943	4	7	i
2943	12	7	a
2943	10	7	a
2943	8	7	a
2943	1	7	a
2943	9	7	a
2943	9	8	a
2943	12	8	i
2943	6	8	a
2943	1	8	a
2943	8	8	a
2943	3	8	a
2943	11	8	i
2943	1	9	i
2943	7	9	a
2943	2	9	i
2943	12	9	i
2943	11	9	i
2943	6	10	a
2943	1	11	i
2943	12	12	a
2943	7	12	a
2943	9	12	i
2944	4	1	a
2944	3	1	a
2944	2	2	a
2944	12	2	a
2944	2	3	i
2944	4	3	i
2944	12	3	a
2944	6	3	a
2944	10	4	i
2944	12	4	i
2944	9	5	i
2944	5	5	a
2944	8	5	a
2944	1	5	a
2944	8	6	i
2944	3	6	a
2944	5	7	i
2944	6	7	i
2944	3	7	i
2944	2	7	i
2944	10	7	a
2944	10	8	i
2944	10	9	i
2944	12	10	i
2944	1	11	i
2944	7	11	a
2944	11	11	i
2944	9	12	a
2944	8	12	i
2944	2	12	a
2944	4	12	a
2944	12	12	a
2945	5	1	a
2945	9	1	a
2945	10	1	a
2945	3	1	a
2945	8	1	a
2945	2	2	a
2945	3	2	a
2945	5	2	a
2945	7	2	a
2945	12	2	a
2945	1	3	a
2945	3	3	a
2945	7	3	a
2945	9	3	a
2945	10	3	a
2945	12	3	a
2945	3	4	a
2945	8	5	a
2945	10	5	a
2945	6	5	i
2945	9	5	a
2945	3	5	a
2945	4	5	a
2945	11	5	a
2945	5	6	i
2945	6	7	a
2945	11	7	a
2945	4	8	a
2945	11	8	a
2945	1	9	a
2945	7	9	a
2945	5	9	a
2945	9	9	a
2945	4	10	a
2945	5	10	a
2945	10	10	a
2945	6	11	a
2945	10	11	i
2945	1	11	a
2945	4	12	a
2946	3	1	i
2946	5	1	i
2946	9	1	a
2946	8	2	i
2946	10	2	i
2946	5	3	i
2946	11	3	a
2946	2	3	i
2946	4	4	i
2946	10	4	i
2946	9	4	i
2946	6	5	i
2946	5	6	i
2946	1	6	i
2946	3	6	a
2946	7	6	i
2946	9	7	i
2946	2	8	i
2946	7	9	i
2946	9	10	i
2946	12	10	i
2946	2	10	a
2946	10	10	i
2946	2	11	i
2946	9	11	i
2946	4	11	i
2946	8	12	a
2947	10	1	i
2947	9	1	i
2947	2	1	a
2947	8	1	i
2947	6	2	i
2947	2	2	i
2947	6	3	i
2947	8	3	i
2947	11	3	a
2947	1	4	i
2947	4	4	i
2947	9	4	i
2947	2	5	i
2947	11	5	i
2947	9	5	i
2947	4	6	i
2947	10	7	i
2947	11	8	i
2947	8	8	i
2947	6	9	i
2947	10	9	i
2947	6	10	i
2947	3	10	i
2947	4	10	i
2947	9	10	i
2947	8	11	i
2947	4	11	i
2947	10	11	i
2947	12	11	i
2947	9	12	i
2947	12	12	i
2947	3	12	i
2948	8	1	a
2948	10	1	a
2948	11	1	a
2948	12	1	i
2948	8	2	i
2948	12	2	i
2948	2	2	a
2948	11	2	a
2948	1	3	i
2948	11	4	a
2948	2	5	i
2948	12	5	i
2948	4	6	i
2948	3	6	a
2948	5	7	i
2948	4	7	a
2948	9	8	i
2948	8	8	i
2948	11	9	a
2948	7	9	a
2948	1	9	i
2948	6	10	a
2948	4	10	a
2948	11	10	i
2948	10	10	a
2948	4	11	i
2948	1	11	i
2948	6	11	i
2948	2	11	i
2948	8	11	i
2948	12	12	a
2948	5	12	a
2948	7	12	a
2948	11	12	i
2948	4	12	i
2948	6	12	i
2949	10	1	a
2949	12	2	a
2949	2	2	i
2949	7	2	i
2949	9	2	a
2949	4	2	i
2949	8	3	a
2949	3	3	i
2949	9	3	a
2949	11	3	i
2949	12	3	a
2949	2	4	a
2949	11	4	a
2949	8	5	i
2949	10	5	i
2949	3	5	i
2949	2	5	a
2949	4	5	a
2949	6	5	i
2949	8	6	i
2949	7	6	i
2949	10	6	i
2949	8	7	i
2949	6	7	a
2949	7	8	i
2949	5	9	a
2949	5	10	i
2949	8	11	a
2949	1	11	a
2949	2	11	i
2949	5	11	i
2949	10	12	a
2949	8	12	i
2950	7	1	a
2950	3	1	a
2950	1	1	a
2950	9	2	a
2950	5	2	a
2950	12	2	a
2950	3	2	a
2950	7	2	a
2950	2	3	a
2950	3	3	a
2950	11	3	a
2950	7	3	a
2950	1	3	a
2950	8	3	a
2950	3	4	a
2950	9	4	a
2950	5	4	a
2950	7	4	a
2950	12	4	a
2950	2	5	a
2950	3	5	a
2950	10	5	a
2950	12	6	a
2950	6	6	a
2950	7	7	a
2950	12	7	a
2950	1	7	a
2950	8	7	a
2950	7	8	a
2950	1	8	a
2950	8	8	i
2950	6	8	a
2950	12	9	a
2950	7	9	a
2950	4	9	a
2950	1	9	a
2950	8	9	a
2950	3	10	a
2950	4	11	a
2950	11	11	a
2950	1	11	a
2950	12	11	a
2950	6	11	a
2950	12	12	a
2950	6	12	a
2950	9	12	a
2950	8	12	a
2950	11	12	a
2950	3	12	a
2951	8	1	i
2951	9	2	a
2951	2	2	a
2951	6	2	i
2951	8	2	a
2951	4	2	a
2951	7	2	i
2951	8	3	i
2951	7	3	i
2951	6	4	i
2951	4	4	i
2951	2	4	a
2951	10	4	i
2951	6	5	a
2951	2	5	i
2951	10	6	a
2951	11	6	a
2951	4	6	i
2951	6	6	i
2951	1	6	i
2951	3	7	i
2951	4	7	a
2951	11	7	a
2951	7	7	i
2951	9	8	a
2951	7	8	i
2951	5	8	a
2951	6	9	a
2951	1	9	i
2951	7	9	a
2951	2	9	i
2951	8	9	a
2951	9	9	i
2951	11	9	a
2951	11	10	i
2951	5	10	a
2951	2	10	i
2951	4	10	i
2951	9	11	a
2951	7	11	i
2951	12	12	a
2951	9	12	i
2951	2	12	i
2951	6	12	i
2951	8	12	i
2951	4	12	a
2951	5	12	a
2952	1	1	i
2952	12	1	i
2952	6	2	i
2952	1	2	a
2952	5	2	a
2952	6	3	a
2952	2	3	a
2952	11	4	a
2952	4	4	i
2952	3	4	a
2952	8	4	a
2952	10	4	a
2952	1	4	i
2952	5	4	a
2952	7	5	a
2952	3	5	i
2952	2	6	i
2952	3	6	a
2952	12	6	a
2952	7	6	i
2952	11	6	a
2952	1	6	a
2952	9	6	i
2952	6	7	i
2952	1	7	i
2952	2	7	i
2952	10	7	a
2952	11	7	i
2952	9	7	a
2952	6	8	a
2952	9	9	i
2952	11	9	a
2952	5	10	i
2952	9	10	i
2952	11	11	i
2952	2	11	i
2952	1	11	a
2952	10	11	i
2952	2	12	i
2952	1	12	a
2952	10	12	i
2952	6	12	a
2953	9	1	i
2953	9	2	a
2953	4	2	a
2953	7	3	i
2953	5	3	a
2953	9	3	a
2953	1	3	i
2953	2	3	a
2953	8	3	i
2953	3	4	i
2953	1	4	i
2953	12	5	i
2953	2	5	a
2953	1	5	i
2953	7	5	i
2953	9	5	a
2953	10	5	i
2953	4	5	i
2953	4	6	i
2953	5	6	i
2953	11	6	i
2953	6	6	i
2953	12	6	a
2953	4	7	i
2953	11	7	a
2953	3	7	i
2953	2	7	i
2953	12	7	i
2953	8	8	i
2953	2	8	i
2953	10	8	i
2953	1	9	a
2953	12	9	i
2953	7	9	i
2953	5	10	i
2953	3	10	i
2953	7	10	i
2953	9	10	i
2953	2	10	a
2953	12	10	i
2953	6	10	i
2953	6	11	a
2953	9	12	a
2953	11	12	i
2953	3	12	i
2953	12	12	i
2953	4	12	a
2954	3	1	i
2954	5	1	i
2954	6	2	i
2954	12	2	i
2954	4	2	i
2954	11	2	i
2954	10	3	i
2954	11	3	i
2954	3	4	i
2954	11	4	i
2954	3	5	i
2954	2	5	i
2954	5	5	i
2954	9	5	i
2954	2	6	i
2954	12	7	i
2954	6	7	i
2954	11	7	i
2954	9	8	i
2954	4	8	i
2954	8	8	a
2954	12	8	i
2954	11	9	i
2954	10	9	i
2954	8	9	i
2954	3	10	i
2954	12	10	i
2954	7	10	i
2954	8	10	i
2954	4	10	i
2954	10	10	i
2954	5	10	i
2954	4	11	i
2954	1	11	i
2954	3	11	i
2954	6	11	i
2954	12	11	i
2954	7	11	i
2954	3	12	i
2954	9	12	i
2954	12	12	i
2955	11	1	i
2955	3	1	i
2955	7	1	i
2955	5	2	i
2955	1	2	i
2955	11	2	i
2955	10	2	i
2955	4	2	i
2955	2	2	i
2955	3	2	i
2955	6	3	i
2955	7	4	i
2955	3	4	i
2955	8	4	i
2955	3	5	i
2955	10	5	i
2955	8	5	a
2955	2	5	i
2955	5	5	i
2955	7	5	i
2955	12	5	i
2955	10	6	i
2955	9	7	i
2955	5	7	i
2955	10	7	i
2955	3	7	a
2955	1	7	i
2955	7	7	i
2955	6	7	i
2955	3	8	i
2955	5	8	i
2955	11	8	a
2955	1	9	i
2955	5	9	a
2955	11	10	i
2955	6	10	i
2955	4	10	i
2955	1	10	i
2955	12	11	a
2955	2	11	i
2955	10	11	i
2955	4	11	a
2955	5	11	i
2955	6	11	i
2955	6	12	i
2955	11	12	a
2955	8	12	i
2955	2	12	i
2956	8	1	i
2956	6	1	i
2956	5	1	i
2956	12	1	i
2956	10	1	a
2956	3	1	a
2956	7	1	i
2956	2	2	i
2956	12	3	a
2956	10	3	a
2956	6	3	a
2956	2	3	i
2956	4	3	i
2956	8	4	i
2956	2	4	i
2956	6	4	i
2956	12	5	a
2956	9	5	i
2956	10	5	i
2956	1	5	a
2956	9	6	a
2956	9	7	i
2956	8	7	i
2956	1	7	i
2956	3	7	a
2956	12	8	i
2956	10	8	a
2956	4	8	i
2956	11	8	a
2956	11	9	a
2956	4	10	a
2956	12	11	a
2956	5	12	i
2956	11	12	i
2956	4	12	i
2956	6	12	a
2956	12	12	i
2957	3	1	i
2957	2	1	a
2957	3	2	a
2957	6	2	a
2957	10	3	a
2957	8	3	i
2957	3	3	a
2957	4	3	a
2957	3	4	a
2957	1	4	a
2957	9	4	a
2957	5	4	a
2957	10	4	a
2957	2	5	a
2957	4	5	a
2957	1	5	i
2957	3	6	a
2957	2	6	a
2957	1	7	a
2957	1	8	a
2957	12	9	a
2957	11	9	i
2957	7	9	a
2957	9	9	a
2957	8	9	a
2957	6	9	a
2957	8	10	a
2957	9	11	a
2957	7	12	a
2957	1	12	a
2957	8	12	i
2958	2	1	a
2958	10	2	a
2958	7	2	a
2958	1	2	a
2958	5	3	i
2958	7	3	a
2958	4	4	a
2958	6	5	a
2958	9	5	a
2958	11	5	i
2958	5	5	a
2958	4	6	i
2958	5	6	a
2958	11	6	i
2958	9	7	i
2958	8	7	i
2958	7	7	a
2958	1	7	a
2958	10	7	i
2958	8	8	a
2958	9	8	i
2958	10	8	a
2958	6	8	a
2958	11	9	a
2958	2	9	a
2958	4	9	a
2958	12	9	i
2958	1	10	i
2958	11	10	a
2958	10	11	a
2958	4	11	a
2958	2	12	a
2958	8	12	a
2959	10	1	a
2959	1	1	a
2959	6	1	a
2959	11	1	i
2959	5	2	i
2959	7	2	a
2959	2	3	a
2959	8	3	i
2959	1	3	a
2959	6	3	a
2959	9	4	a
2959	7	5	a
2959	2	5	a
2959	5	5	a
2959	1	5	a
2959	12	5	a
2959	11	5	a
2959	6	6	a
2959	3	6	a
2959	10	6	a
2959	1	7	a
2959	9	7	a
2959	4	8	a
2959	7	8	i
2959	6	8	a
2959	11	8	a
2959	7	9	a
2959	11	9	i
2959	4	9	a
2959	12	9	i
2959	2	9	a
2959	11	10	a
2959	2	11	a
2959	10	11	a
2959	9	11	i
2959	11	12	a
2959	9	12	a
2959	5	12	a
2959	7	12	a
2960	8	1	a
2960	2	1	i
2960	7	1	i
2960	10	1	i
2960	3	1	a
2960	1	2	a
2960	5	2	a
2960	6	2	a
2960	9	3	i
2960	7	3	a
2960	6	3	a
2960	10	3	a
2960	2	3	i
2960	1	4	a
2960	4	4	i
2960	3	4	a
2960	6	5	i
2960	11	5	i
2960	1	5	a
2960	5	5	a
2960	12	5	a
2960	8	6	a
2960	3	7	i
2960	11	8	a
2960	9	8	a
2960	8	8	a
2960	7	8	a
2960	10	9	a
2960	12	9	a
2960	9	9	a
2960	10	10	i
2960	11	10	i
2960	9	10	i
2960	5	10	a
2960	10	11	a
2960	8	11	a
2960	3	12	i
2961	12	1	i
2961	11	2	i
2961	7	2	i
2961	5	2	a
2961	9	2	i
2961	3	2	i
2961	3	3	i
2961	7	3	a
2961	12	3	a
2961	9	3	i
2961	11	4	i
2961	1	4	i
2961	3	4	i
2961	8	4	i
2961	10	4	a
2961	1	5	i
2961	6	5	i
2961	2	6	i
2961	3	6	i
2961	11	7	i
2961	2	7	i
2961	8	7	i
2961	4	8	i
2961	6	9	a
2961	1	9	a
2961	4	10	i
2961	3	11	a
2961	11	11	i
2961	1	11	i
2961	7	12	i
2961	12	12	i
2961	6	12	i
2961	9	12	i
2961	4	12	i
2961	1	12	i
2962	1	1	a
2962	11	1	i
2962	6	1	i
2962	12	1	i
2962	8	2	i
2962	6	2	a
2962	1	2	i
2962	12	2	a
2962	9	2	i
2962	12	3	a
2962	7	3	i
2962	4	3	a
2962	3	4	i
2962	12	5	a
2962	10	5	a
2962	2	5	i
2962	3	5	i
2962	10	6	i
2962	2	7	a
2962	5	7	a
2962	1	7	a
2962	2	8	i
2962	9	8	i
2962	10	8	i
2962	7	8	a
2962	3	9	a
2962	5	9	a
2962	7	9	a
2962	8	9	i
2962	11	9	a
2962	4	10	a
2962	3	10	i
2962	6	10	i
2962	2	10	a
2962	9	10	i
2962	5	11	a
2962	4	11	i
2962	2	12	a
2962	7	12	a
2963	8	1	i
2963	5	1	a
2963	1	1	i
2963	9	2	a
2963	7	2	i
2963	1	2	i
2963	5	2	a
2963	4	3	i
2963	5	4	a
2963	12	4	i
2963	4	5	a
2963	5	6	a
2963	7	6	i
2963	2	6	a
2963	4	7	i
2963	9	7	a
2963	11	8	i
2963	6	8	a
2963	7	8	a
2963	4	8	i
2963	3	8	a
2963	10	8	a
2963	12	9	a
2963	5	9	a
2963	3	9	a
2963	8	9	a
2963	11	9	a
2963	6	9	i
2963	5	10	a
2963	2	10	i
2963	12	10	a
2963	10	10	a
2963	9	10	a
2963	10	11	a
2963	3	11	a
2963	12	11	i
2963	7	12	i
2963	10	12	i
2963	8	12	a
2964	2	1	a
2964	6	1	a
2964	7	1	a
2964	4	2	a
2964	12	2	a
2964	5	2	a
2964	7	2	a
2964	3	2	a
2964	6	3	a
2964	3	3	i
2964	2	3	a
2964	11	3	i
2964	4	4	a
2964	5	4	i
2964	10	4	i
2964	9	4	i
2964	11	5	a
2964	2	5	a
2964	5	5	a
2964	8	6	i
2964	7	6	a
2964	5	6	i
2964	10	6	i
2964	9	6	a
2964	11	7	a
2964	2	7	a
2964	8	8	a
2964	7	8	a
2964	4	9	a
2964	1	9	a
2964	8	10	a
2964	7	11	a
2964	9	11	a
2964	8	12	a
2964	2	12	a
2964	4	12	a
2965	6	1	a
2965	10	1	i
2965	1	2	a
2965	11	2	a
2965	5	3	i
2965	2	3	i
2965	7	4	i
2965	10	4	i
2965	12	5	i
2965	9	5	a
2965	1	5	i
2965	7	5	i
2965	10	5	i
2965	1	6	i
2965	12	6	i
2965	4	6	i
2965	6	7	i
2965	11	8	i
2965	7	8	i
2965	9	9	i
2965	3	9	i
2965	11	9	i
2965	2	9	i
2965	10	10	a
2965	9	10	i
2965	2	11	i
2965	6	11	i
2965	10	12	a
2965	9	12	i
2966	8	1	i
2966	1	2	i
2966	10	2	i
2966	7	2	i
2966	10	3	i
2966	3	4	i
2966	2	4	i
2966	12	4	i
2966	8	4	i
2966	12	5	i
2966	9	5	i
2966	4	6	i
2966	11	6	i
2966	10	7	i
2966	7	7	i
2966	12	7	i
2966	9	8	i
2966	10	8	i
2966	5	8	i
2966	10	9	i
2966	1	9	i
2966	6	9	i
2966	4	9	i
2966	3	10	i
2966	7	11	i
2966	10	12	i
2966	7	12	i
2966	2	12	i
2966	8	12	i
2966	12	12	i
2967	1	1	i
2967	10	1	i
2967	3	1	i
2967	9	2	i
2967	10	2	i
2967	6	2	i
2967	3	3	a
2967	6	3	i
2967	1	3	i
2967	10	3	a
2967	7	3	a
2967	8	4	i
2967	12	4	i
2967	3	4	i
2967	4	4	a
2967	9	5	i
2967	3	5	i
2967	1	5	i
2967	7	6	i
2967	11	6	i
2967	6	6	i
2967	8	6	i
2967	2	6	i
2967	11	7	i
2967	7	7	a
2967	1	7	i
2967	3	8	i
2967	8	8	i
2967	4	8	i
2967	10	8	i
2967	5	8	a
2967	2	8	i
2967	9	9	i
2967	4	9	i
